,coord,frequentadores
31,"[303915, 7388350]","[5140026103, 5130495103, 5060033101, 5140026103, 5060033101, 5150331107, 5121004101, 4761690107, 5121004101, 5070024101, 5082548101, 3330308101, 3330308101, 5080314101, 5082548101, 5082278101, 5080413103, 5080413103, 5080370101, 5080370101, 5080314101, 5082390101, 4650360103, 4930303104, 4670048101, 5150331107, 5140320103, 5120693102, 5120693102, 5120595101, 5120595101, 5120041103, 5120041102, 5120041102, 5110902102, 5110014101, 5110014101, 4670048101, 5090015102, 4650360103, 5080109101]"
32,"[303923, 7388355]",[4761690107]
33,"[303929, 7388373]","[5083419102, 5083419102]"
34,"[303933, 7388372]",[5140320102]
35,"[303934, 7388295]",[5080013104]
36,"[304009, 7405742]","[5161809105, 5161809105, 5161809104, 5161809104]"
37,"[304066, 7388282]",[5070024101]
38,"[304081, 7405955]","[5171307102, 5171307102]"
39,"[304194, 7388367]","[5031275102, 5082440101, 5110921102]"
40,"[304257, 7388364]",[5030050103]
41,"[304260, 7388341]",[1980493103]
42,"[304270, 7388464]","[5111336102, 5111336102]"
43,"[304375, 7388387]","[5081150102, 5081150102]"
44,"[304394, 7396600]","[4830016101, 4830016102, 4830016102]"
45,"[304767, 7366512]","[4710024103, 4710024103]"
46,"[304860, 7388537]",[800050101]
47,"[305243, 7395491]",[5050333102]
48,"[305610, 7393950]","[4800654102, 4800654102]"
49,"[305625, 7395939]","[4911554101, 4911554101]"
50,"[305692, 7396040]",[4830004101]
51,"[305726, 7396743]","[5030646104, 5030646102, 5030646104, 5030655103, 5030655103, 5030646102, 5030317103, 4830021101, 4830026101, 4830026102, 1390864102, 5030041102, 5030317102, 860332103, 5030645101, 4830024101, 4830021102, 5030317102, 5030317103, 4830021102, 4830027102, 4830021101, 4830027102, 5040012101, 5030645101, 4840077101, 5050792101, 1031039102, 5140048101, 5140048101, 5050605104, 5050473103, 4920872103, 4920872103, 5050040103, 220820101, 5140016103, 5140016103, 5050007101, 5040012101, 5050003102, 5040468102, 4830010102, 4830010104, 4830010104, 5040468101, 5040468101, 5040036101, 5040036101, 5040026101, 4830025102, 5040026101, 4840077101, 5040013101, 5040496101, 4830026101]"
52,"[305730, 7396588]","[1031039102, 5130331101, 4820742101, 5130331101, 5140037102, 5140037102]"
53,"[305851, 7396615]",[5050333102]
54,"[305873, 7396575]","[4830014103, 4830014103]"
55,"[306265, 7388790]",[4671744102]
56,"[306473, 7404946]",[5170320101]
57,"[306646, 7409406]","[3480008101, 3480008101]"
58,"[306650, 7401221]",[4830012102]
59,"[306707, 7397263]","[5050635104, 5050691101, 4810025103, 5050013102, 5050013102, 4810031102, 4810337101, 4810541101, 4810031102, 4770809103, 5050635103]"
60,"[306713, 7397184]","[5150023101, 4760014103, 4830019101, 4760011103, 4800026103, 4810002102, 4760053101, 4760026101, 4760026101, 4760011103, 4820003101, 4820003101, 4760053101]"
61,"[306844, 7396884]","[4800340101, 4800340101]"
62,"[306925, 7400824]","[4830008103, 4830008101]"
63,"[306935, 7388904]","[5083419104, 5083419104]"
64,"[307080, 7393513]",[1250038102]
65,"[307099, 7388953]",[5060321101]
66,"[307145, 7399733]",[4760432101]
67,"[307196, 7398842]","[4820315102, 4820315102]"
68,"[308196, 7404119]",[5170304103]
69,"[308275, 7398658]",[4830003101]
70,"[308375, 7399988]","[4830027103, 4830027103]"
71,"[308477, 7399288]",[4830004101]
72,"[308490, 7399250]","[5150070103, 5150070103]"
73,"[308511, 7403896]","[3470001103, 3470001103]"
74,"[308512, 7399172]","[5030630103, 5030630103]"
75,"[308538, 7398490]","[4810042101, 4760014102, 4830026103, 4830014101, 4830012102, 4810015102, 4830014101, 4810015102, 4820023101, 4820742102, 2640410104, 4820023102, 4820023102, 4820023103, 4820023103, 4820028101, 4820030102, 4830016101, 4820742101, 4820044103, 5031286102, 4820023101, 4760029102, 5031286102, 5161591103, 5150001102, 4830007101, 4830001101, 4800037101, 4800507103, 5161591103, 5050031103, 4760029102, 4830005101, 5050031103, 4830001101, 4820967103, 4850610101, 4830005101, 4760594103, 4820967103, 5050742103, 4850610101, 5000317101, 5161872103, 5161872103, 4800507103]"
76,"[308581, 7398636]",[5050485101]
77,"[308596, 7399287]",[2811521101]
78,"[308605, 7398682]",[5050485101]
79,"[308641, 7404814]",[5110902102]
80,"[308739, 7399141]","[4810750103, 4810750101]"
81,"[308856, 7376854]","[4710030102, 4710030102]"
82,"[308886, 7399453]",[4830008103]
83,"[308904, 7398476]","[4820893101, 4820893101]"
84,"[308918, 7398813]",[5170304103]
85,"[308974, 7403805]",[4830009104]
86,"[309044, 7399227]","[4800654103, 4800654103]"
87,"[309073, 7399254]",[5162341101]
88,"[309079, 7399309]",[4800439105]
89,"[309135, 7399289]",[5162341101]
90,"[309198, 7399293]",[5140320103]
91,"[309302, 7399080]","[4760655101, 4760655101]"
92,"[309371, 7397994]",[4880726102]
93,"[309381, 7389299]",[4620031102]
94,"[309383, 7389303]","[5060706103, 5060706103]"
95,"[309898, 7389194]",[5070042104]
96,"[309915, 7389234]",[5071177103]
97,"[310320, 7398006]","[4843679103, 4770377102, 5170391102, 4843679103, 4770377102, 4843679101, 5170391102, 3840003101, 220782101, 771297103, 771297102, 4843679101]"
98,"[310336, 7379159]","[4750044105, 4750044105]"
99,"[310395, 7397808]",[4800413103]
100,"[310413, 7397806]",[4800439105]
101,"[310418, 7400103]",[5020792102]
102,"[310425, 7383268]",[4670040103]
103,"[310556, 7398106]","[4810556101, 4810556101]"
104,"[310594, 7383015]","[5090002101, 5090002101, 5090026105, 5090026102, 5090026105]"
105,"[310647, 7380166]","[4710323104, 4710323104]"
106,"[310666, 7382933]",[4671102103]
107,"[310683, 7400169]",[4800413103]
108,"[310684, 7397854]","[5050493104, 5050493104]"
109,"[310686, 7380385]","[4710046102, 4710046102]"
110,"[310772, 7380133]","[4750050103, 4750050103]"
111,"[310952, 7410034]",[3470046101]
112,"[310993, 7410025]",[3470046101]
113,"[310999, 7383518]","[4671292103, 4671292103]"
114,"[311006, 7383514]",[4670303105]
115,"[311020, 7399280]",[4810033103]
116,"[311056, 7410028]","[3470041101, 3470041101, 3480024102, 3480024102]"
117,"[311093, 7397920]",[4880726102]
118,"[311126, 7400740]",[4820967104]
119,"[311165, 7400756]","[4810033103, 4830003101]"
120,"[311191, 7400613]",[4820308102]
121,"[311206, 7400453]",[4800685101]
122,"[311288, 7382875]",[4670018101]
123,"[311307, 7375658]","[4680341102, 4680341102]"
124,"[311308, 7375652]",[4680334101]
125,"[311313, 7400066]",[5050580101]
126,"[311323, 7397948]",[5050494102]
127,"[311346, 7398090]",[4800016102]
128,"[311355, 7377100]","[4710948102, 4710948102]"
129,"[311366, 7399420]","[4970462102, 4970462102]"
130,"[311410, 7376056]",[3090527101]
131,"[311438, 7375723]","[4681737103, 4681737101, 4681737101]"
132,"[311440, 7409950]",[5160017103]
133,"[311485, 7375727]","[4690312104, 4690312102, 4690312104]"
134,"[311533, 7376442]","[4710045105, 4710017102]"
135,"[311640, 7383156]","[4670030102, 4670030102]"
136,"[311669, 7388832]",[4670049101]
137,"[311725, 7398038]","[4860022103, 4860022103]"
138,"[311899, 7399879]","[4881337102, 4881337102]"
139,"[311941, 7399892]",[4801707102]
140,"[312116, 7384047]","[5090009103, 5090009103, 5090009101, 4670006102, 5090009101, 4670006102]"
141,"[312154, 7384072]","[5090001101, 5090001103, 5090001102]"
142,"[312195, 7384088]","[5090001103, 5090001101, 5090001102]"
143,"[312200, 7389000]","[5060316103, 5060316101, 5060316103, 5060316101]"
144,"[312214, 7383819]",[4650398101]
145,"[312258, 7391039]","[4870046104, 4870046104]"
146,"[312299, 7397982]","[4860027102, 5050494102]"
147,"[312346, 7399773]",[4860683101]
148,"[312364, 7389501]",[5080050102]
149,"[312384, 7397944]","[5162860102, 5162860102]"
150,"[312397, 7397932]",[4880006106]
151,"[312441, 7384286]",[4670009101]
152,"[312455, 7393096]",[4870609101]
153,"[312457, 7371808]","[4690020101, 4690020101]"
154,"[312474, 7384274]",[4620031102]
155,"[312497, 7397797]",[4870835103]
156,"[312536, 7384293]",[4670014101]
157,"[312565, 7397585]",[4860027102]
158,"[312582, 7397767]","[4841656103, 4841656103]"
159,"[312602, 7397810]","[5140002102, 5140002102, 4910781101, 4910781101, 4860023103, 4850017103]"
160,"[312614, 7399709]","[4800571101, 4800571101]"
161,"[312634, 7397889]","[4840081103, 4840081103, 4840063104, 4841262103, 4841264101, 4841264101, 4841264103, 4840089103, 4880003101, 4840574103, 4840574103, 4840095101, 4840095101, 4840315101, 4840315102, 4840420102, 4871469102, 4840420102, 4840094101, 4840506102, 880097101, 4880003101, 4840093101, 4840091104, 4840091104, 4840304103, 4840091103, 4841267101, 4842483102, 4841295102, 4850817102, 4852304102, 4852304102, 4860004101, 4860004101, 4860004103, 1030365101, 1030365101, 4860027104, 4860027104, 4860031101, 4951151101, 4951151101, 4860031101, 4870022101, 4860053102, 4860340101, 4860533102, 4860533102, 4860533105, 4860589104, 4860589104, 4860638101, 4930858102, 4860697101, 4860697101, 4861757102, 4850816102, 4850588101, 4970391103, 4970391103, 4841307102, 4841307103, 3090005102, 4841307103, 4841460102, 4841487101, 4841487101, 4841499101, 4841499101, 4841534101, 4841534101, 4841555102, 4841594102, 4841267101, 4841594102, 4842244102, 4842244102, 4842337102, 4842483101, 4842483102, 4843665103, 4843665103, 4990136103, 4850010102, 4850010102, 1960331104, 4850323101, 4850323101, 4841999101, 4880010101, 4841600103, 5140078103, 3330440101, 4810025103, 4880317102, 4880333104, 3330440101, 4880317104, 5031273101, 3330456102, 5150051102, 4760019101, 3330456102, 660438101, 4880741101, 4880317104, 4840033104, 4840033104, 4840027101, 2700681104]"
162,"[312679, 7399694]",[5161171101]
163,"[312704, 7397676]",[4880704102]
164,"[312706, 7399711]","[4890866101, 5050481103, 5170320101, 5050481103]"
165,"[312727, 7397732]",[4800685101]
166,"[312778, 7395087]","[4870615103, 4870615102, 4870615102, 4870615103]"
167,"[312788, 7384608]",[3153352103]
168,"[312800, 7399665]","[5000041101, 5000041101]"
169,"[312816, 7398744]",[4801707102]
170,"[312838, 7399443]","[4971132105, 4871469102, 4970450103, 5000317101, 4850034102, 4770052102, 4850034102, 4770377101, 4770377101, 4770030102, 4770052102, 4770030102, 4810389102, 4830025101, 4992088103, 4992088103, 4830025101]"
171,"[312920, 7399589]","[4771220101, 4771220101]"
172,"[312936, 7392947]",[4860539103]
173,"[312956, 7399616]","[4990336102, 4990336102]"
174,"[313040, 7399943]",[4860683101]
175,"[313090, 7393232]","[4870014102, 4870014102]"
176,"[313141, 7400295]","[5020348103, 5020348103]"
177,"[313176, 7397629]",[4760432101]
178,"[313180, 7392979]","[4930330101, 4930330101]"
179,"[313260, 7399580]",[4770746104]
180,"[313344, 7399572]",[4810389102]
181,"[314299, 7378506]","[4681940103, 4681940103]"
182,"[314302, 7378511]",[4710046104]
183,"[314415, 7389892]",[4951139102]
184,"[314597, 7362926]",[4740401101]
185,"[314652, 7390313]","[4950381101, 4950381101]"
186,"[314659, 7397368]","[4870665101, 4870665101, 5160014101, 4870785102, 4870665102, 4870665102, 5160014101, 4870033101, 4850005101, 4870004102, 4950042101, 4950042101, 4950309102, 4950309102, 4950326102, 4950326102, 4870023101, 4850005101, 4870023101, 4960817101, 4850875102, 4850622101, 4850575103, 4850065101, 4850036101, 4870033103, 4870033103, 4870033101, 4850575103, 4870004102, 4871468101, 4871468101, 1080005101, 4870884102]"
187,"[314721, 7397250]",[4850014101]
188,"[314860, 7383640]","[4650039104, 4650039104]"
189,"[314874, 7386365]","[4640951103, 4640951102]"
190,"[314877, 7363160]","[4740811102, 4740811102, 4740401103, 4740401103]"
191,"[314902, 7378949]",[4710017104]
192,"[314910, 7363140]","[4740318102, 4740318103, 4730009103, 4740318103, 4740342102, 4720398103, 4720398103, 4730009103]"
193,"[314968, 7363377]","[2990008101, 2990008101]"
194,"[315108, 7363915]","[4730311101, 4730311101]"
195,"[315136, 7400323]","[5140015101, 5140015101, 4770755101, 4770755101]"
196,"[315169, 7363564]",[4740406102]
197,"[315195, 7398971]","[4770026101, 4770026101]"
198,"[315308, 7398888]","[4940604102, 4940954103]"
199,"[315356, 7363308]","[2990017104, 2990017104]"
200,"[315512, 7397460]","[4810007101, 4960036102, 4850051103, 4970042104, 4810007101, 1150510104, 1150510102, 4960006101, 4970042104]"
201,"[315699, 7402428]",[4760054102]
202,"[315858, 7397306]",[712914101]
203,"[315868, 7390792]",[4940306102]
204,"[315902, 7397283]",[4930853101]
205,"[316082, 7396343]","[3330308102, 3330308102]"
206,"[316131, 7383616]","[4650050103, 4650050103]"
207,"[316173, 7396955]","[4951144101, 4951144101]"
208,"[316201, 7397126]",[4941528101]
209,"[316229, 7379342]",[4650398101]
210,"[316258, 7379360]",[4710017102]
211,"[316314, 7379446]",[4710353102]
212,"[316317, 7397086]",[4900481101]
213,"[316325, 7397085]",[4841262103]
214,"[316358, 7383652]",[4660021101]
215,"[316382, 7379431]",[4750035102]
216,"[316456, 7379486]",[4710017103]
217,"[316460, 7394665]",[4952480104]
218,"[316462, 7379472]","[4750039101, 3090527101]"
219,"[316482, 7373161]","[4720030104, 4720030104, 4720036104, 4720036104]"
220,"[316530, 7384487]",[4660306102]
221,"[316580, 7383688]",[4660021101]
222,"[316629, 7383634]","[4651046102, 4651046102]"
223,"[316696, 7397147]","[4961600101, 4961600101, 1160643101, 5170020101, 5161386103, 5161911101, 780021101, 4900448104, 4951200103, 4852498103, 4852498103, 4951324103, 4950086104, 4952360101, 4952463103, 4952463103, 1160643101, 4870835103, 4953489102, 4950086101, 5031277101, 4810029102, 4960021102, 1520006101, 4951324102, 4960490102, 4850051103, 4951324103, 4960490102, 3370901101]"
224,"[316751, 7390025]",[5080091101]
225,"[316791, 7379854]","[4670010102, 4670010102]"
226,"[316818, 7396982]",[4990539103]
227,"[316848, 7388612]",[3321210103]
228,"[317010, 7392246]",[4951144102]
229,"[317025, 7390311]","[4840058101, 4840058101]"
230,"[317039, 7383470]","[4640951102, 4640951103]"
231,"[317047, 7392200]",[4951139102]
232,"[317052, 7397059]",[4850014101]
233,"[317090, 7408505]",[1180310101]
234,"[317096, 7380330]","[4670011101, 4670011101]"
235,"[317107, 7392419]",[4951144102]
236,"[317144, 7394113]",[4890866101]
237,"[317341, 7406472]",[1180310101]
238,"[317350, 7390414]",[3320334101]
239,"[317372, 7390426]",[3330023101]
240,"[317374, 7408158]",[5160017103]
241,"[317416, 7399545]",[4990503103]
242,"[317429, 7407617]","[1170301104, 1170925102, 1170301104, 1170035102, 3290462103, 3290462104, 1170925102]"
243,"[317438, 7407686]",[1170035101]
244,"[317450, 7398390]","[4970387102, 4970387102]"
245,"[317455, 7405881]",[1180029105]
246,"[317521, 7407117]",[5160017103]
247,"[317549, 7406493]",[1170035101]
248,"[317557, 7406393]","[1180034104, 1180034104, 1180034104]"
249,"[317650, 7396563]",[4840453101]
250,"[317675, 7390643]",[3311451101]
251,"[317711, 7390660]",[4930303104]
252,"[317791, 7398156]","[4970661101, 4970661101]"
253,"[317847, 7399734]",[1110026102]
254,"[317863, 7389657]",[3320319101]
255,"[317865, 7390729]",[3410018102]
256,"[317876, 7380733]",[4680086101]
257,"[317914, 7394631]","[4950313101, 4950313101]"
258,"[318004, 7374423]",[4681817105]
259,"[318083, 7380628]",[3070061101]
260,"[318083, 7391005]","[3331433101, 3331433101]"
261,"[318102, 7385172]","[4910477101, 4910477101]"
262,"[318186, 7396385]","[4940009101, 4940025106]"
263,"[318284, 7397658]","[4970063101, 4970063101, 4970652101, 4970652101]"
264,"[318385, 7391548]","[3360009105, 3360009104]"
265,"[318469, 7384639]",[3090561102]
266,"[318479, 7384694]",[3150348101]
267,"[318489, 7384792]",[3070061103]
268,"[318514, 7377781]",[3070464103]
269,"[318521, 7377941]",[3070761101]
270,"[318521, 7395791]",[4770746104]
271,"[318564, 7378508]",[3090102101]
272,"[318596, 7397677]",[5020834103]
273,"[318641, 7384898]",[3070354103]
274,"[318687, 7378663]","[3070734102, 3070734104]"
275,"[318687, 7378665]",[3070028102]
276,"[318687, 7406141]",[1180029102]
277,"[318689, 7378665]",[3070075103]
278,"[318696, 7378418]",[3070417102]
279,"[318704, 7390766]","[4940006106, 4940006106]"
280,"[318725, 7396956]","[4941402104, 4941402104, 4941401102, 4941401102, 4990045201, 4940954101, 4941410101, 4940954101, 712914101, 4940618106, 4971131102, 4971131102, 4971131103, 4994806101, 4970764101, 1661350103, 5001028104, 4911448103, 4911382101, 5020792102, 4994806102, 2201806101, 4992050102, 5020792102, 5011324101, 4992050102, 4941468102, 4970625101, 3720036103, 4941468102, 5001028104, 4941410102, 5010316104, 4941410102, 4960931101, 1080005101, 432280101, 730016101, 3330038102, 4994761102, 1130804101, 4971351103, 4971351104, 4992133101, 4992170101, 4841295302, 4930858102, 2160038102, 4911448101, 2021228103, 5020312101, 5020327103, 4992170101, 4940597103, 4994761102, 4971351103, 4994779102, 5001013103, 5020013104, 4940033101, 4971354101, 4940025106, 4994779102, 4992105103, 4971334101, 4994761103, 4971334101, 540373101, 920304101, 4940023101, 4994761103, 5020312101, 3040958101, 4650038101, 4920913101, 4950359101, 3331424102, 4952985102, 4952985102, 4920479102, 3140329101, 4920314101, 4990433101, 5000047103, 3280302102, 4930015102, 4930015102, 4990433101, 5000015204, 4970056101, 4970056101, 4920913102, 3280302101, 3230001101, 5001640102, 4990178103, 3331424102, 4900448102, 4960815104, 2121250101, 4990118101, 5000047103, 4960481104, 4770373102, 4843812102, 5001640102, 4990161103, 4990161103, 5050007101, 4990083102, 4960036102, 4990178103, 5031284102, 5000015204, 4910769103, 4951255103, 5000013101, 4991938103, 3360875102, 4970399103, 4991958102, 4951135101, 4970399103, 4900448104, 4950372101, 4930052102, 4991958103, 4950359102, 4950359102, 4960931101, 4910769102, 4991951201, 5000007104, 5001199102, 4970112101, 4951200104, 4970112101, 4910782104, 4991938103, 4971354101, 2911360103, 2911360103, 4951193104, 4911554102, 591645102, 4991947102, 4911554102, 4890830104, 4990045202, 4911382101]"
281,"[318728, 7378669]",[3090077103]
282,"[318744, 7379967]",[4690029105]
283,"[318764, 7395808]","[4950809103, 4950809103]"
284,"[318777, 7396804]",[4990083102]
285,"[318799, 7378715]","[3071286103, 3070061103]"
286,"[318812, 7396932]","[4920479102, 4990149101, 4990149101, 4990385102, 4990385102, 5020809101, 5020809101]"
287,"[318819, 7396815]","[4991999102, 4991999102, 5000002103, 1130003101, 3470019102, 1130003101, 3330029101, 3330029101, 3150469101]"
288,"[318822, 7395791]","[4952365103, 4952365103]"
289,"[318823, 7378720]",[3153245102]
290,"[318858, 7396740]","[850007107, 4970111101]"
291,"[318868, 7380062]",[3090503104]
292,"[318919, 7396767]","[4991944101, 4991944101]"
293,"[318920, 7387968]",[3310354102]
294,"[318923, 7385085]","[3153207101, 3150348101, 3153207101]"
295,"[318938, 7380409]",[3090341101]
296,"[318938, 7396694]",[4930045101]
297,"[318940, 7395227]",[3311451101]
298,"[318940, 7395648]",[4651946102]
299,"[318940, 7395660]",[5162337101]
300,"[318941, 7383446]",[4690026101]
301,"[318993, 7378803]",[3090075102]
302,"[319011, 7396161]",[5020834103]
303,"[319012, 7378731]","[3141924102, 3141924102]"
304,"[319052, 7383933]","[3203754102, 3203754102]"
305,"[319090, 7379442]","[4680335102, 4680335101, 4680335101]"
306,"[319124, 7378930]","[4681715102, 4680376104, 3092217102, 3070348101, 4681715102, 3092217102, 3180598102, 3070346101, 3070730101, 3110421101, 3070319101, 3070319101, 3070316101, 3070075102, 40316101, 3070005102, 3270005101, 3270005101, 3050764101, 3070346101, 3110421101, 4680376104, 3090442102, 3070735101, 3070735101, 3070730101, 3070761105, 3070830102, 3071036101, 3071036103, 3070550102, 3071171101, 3072535101, 3072562101, 3072563103, 4680047107, 4680014102, 3072562101, 3090077103, 3090442102, 3090441101, 3090441101, 3070348102, 3072564101, 3070354104, 3070354102, 4680014102]"
307,"[319150, 7399321]","[1091865101, 1091865101]"
308,"[319166, 7380845]","[3130022101, 3130022101]"
309,"[319168, 7380871]",[530030102]
310,"[319171, 7379035]",[4680335102]
311,"[319177, 7380978]","[3140334102, 3140334102]"
312,"[319196, 7395934]","[4910472102, 4910472102]"
313,"[319221, 7379095]","[4680368104, 4680368104]"
314,"[319235, 7385335]",[3101302102]
315,"[319249, 7385400]","[3150798103, 3153264102, 3231269102, 3231269102, 3090561102]"
316,"[319258, 7385209]",[4640952102]
317,"[319262, 7385369]",[4650054104]
318,"[319294, 7402038]","[1150510103, 1150510103]"
319,"[319323, 7395474]","[5020319104, 5020319104]"
320,"[319328, 7381577]",[3070354104]
321,"[319355, 7381602]","[3070464103, 3070354103]"
322,"[319356, 7379208]","[3110059102, 3070073102]"
323,"[319361, 7379254]","[3070354102, 3070354101, 3070354101]"
324,"[319388, 7379279]",[3070354105]
325,"[319397, 7379162]","[3072761103, 3072761105, 3072761103]"
326,"[319408, 7385596]",[3150624102]
327,"[319434, 7381655]",[3080313101]
328,"[319469, 7385640]",[3150338101]
329,"[319481, 7379370]",[4721828101]
330,"[319481, 7379553]",[3071177101]
331,"[319510, 7379421]","[3070063101, 3070063102]"
332,"[319515, 7379557]","[3070734102, 3070734104]"
333,"[319524, 7379628]","[3092224102, 3092224102]"
334,"[319529, 7380020]","[3072761103, 3072761102, 3072761102]"
335,"[319531, 7381878]",[3070331101]
336,"[319548, 7379677]",[4721828101]
337,"[319559, 7379691]",[3080313101]
338,"[319567, 7390716]","[3310033102, 3310033102]"
339,"[319579, 7382321]",[3240020104]
340,"[319606, 7379916]",[3070061101]
341,"[319611, 7379984]",[3070326106]
342,"[319621, 7382102]","[3091044101, 3091044101]"
343,"[319628, 7382094]","[3090441103, 3090441103]"
344,"[319628, 7382115]",[3141844103]
345,"[319656, 7390364]",[3310681102]
346,"[319668, 7385777]","[3250944103, 3250944103]"
347,"[319690, 7382371]","[4681699102, 4681733104, 4681733104, 4681737103, 4681737103, 3071219102, 4681742103, 3090580101, 4681724101, 3071219102, 1280514101, 3100311101, 3100311101, 3070798101, 4681940104, 4682108101, 4680081102, 4680071102, 4680057103, 3101169101, 4680057101, 3110039104, 4680054104, 3080007103, 3090580101, 4680086102, 3080007103, 4680108103, 3090064102, 4680329102, 3090081101, 3090344103, 3090344104, 3090370101, 4680108102, 3140329101, 3090012101, 3140317103, 4680365107, 3090415101, 3090424102, 4681699102, 3090005102, 4680376101, 4680376101, 3140314101, 4680086102, 3081115101, 3090577102, 4680523101, 3090577102, 4680523101, 4680523103, 3080313102, 4680630101, 4680630103, 3090012101, 3081115101, 4690029105, 3153336103, 3153799101, 4720418103, 3140012101, 3140012102, 3150424103, 4720366104, 4720366104, 4720322102, 4720317102, 4720418103, 4720317102, 3150478101, 3150478101, 4720307102, 3120042105, 3120042105, 3140027103, 3120042103, 4720307102, 3120499101, 3140012101, 3150424103, 4721827102, 3150306101, 4740406102, 230318103, 3130543101, 4740401101, 4740376101, 4740342102, 3150328101, 3150328101, 3130641101, 3150349103, 3150349103, 3150370103, 3130641102, 3150372103, 4721827103, 3150387101, 3281408102, 4721827103, 4720307101, 4720307101, 3140027103, 640562105, 3153203101, 3153203102, 3153205101, 3140314101, 3110326103, 3150144103, 3150144102, 3153218104, 3153245101, 3153274103, 3150143101, 3153274104, 3150143101, 3153311101, 3153336103, 4680054104, 3153340101, 3153352102, 3153470102, 3153203101, 3150082102, 3151660102, 3151197104, 640562105, 640562101, 3140034101, 3140034101, 3150632101, 3140040103, 3150632102, 4720015103, 3150660101, 3150144103, 4720015103, 4720008104, 3140045103, 4710046104, 3151090101, 3140312102, 3151096102, 3140312102, 3151197104, 3151660102, 4680054102, 4650004104, 3141923104, 4650038101, 4650039103, 4651052102, 4651052101, 4670037102, 3030087101, 4650047101, 3140993103, 4651044101, 4650024101, 4650050101, 3140332102, 4650050102, 4680007103, 4680007103, 4680011101, 4680033101, 4650050102, 4651032102, 4680033101, 4650050101, 4680033104, 3140984104, 4640004102, 4640038103, 4640038103, 3140939101, 4640331108, 4640332102, 4640332105, 4640038102, 4651183101, 4650004101, 3040913101, 4650004102, 4640038102, 4640038102, 4660894101, 4650004103, 4650004104, 4650010101, 4660895103, 3070026101, 4640004102, 4650004102, 4680033104, 4670037102, 4640331108, 4680053103, 3070600101, 4680054102, 3070445102, 3070600101, 3070678101, 3000531101, 3070678101, 4680044101, 4650060102, 3141920103, 3070445102, 3141923103, 4650060101]"
348,"[319702, 7382225]","[3150325104, 3153221102]"
349,"[319704, 7395361]",[4851179101]
350,"[319717, 7395437]","[4970764107, 4850014102, 4970764107, 4951135101]"
351,"[319719, 7382246]","[4680086101, 4680053104]"
352,"[319728, 7390203]",[3310681102]
353,"[319736, 7390619]",[5082390101]
354,"[319740, 7376103]",[3070735103]
355,"[319742, 7395372]",[4870002102]
356,"[319747, 7382373]","[3070026102, 3150469101, 4720322102, 4640004101, 4640004101, 3030643101, 4680099101, 650095103, 3111019102, 3111020101, 3070398101, 3020035101, 3111020101, 3020035101, 3070417102, 3150145102, 640562101, 201800111, 4680057101, 4730028101, 3070398104, 3090437104, 3090499101, 4710045105, 3090499102, 4680007101, 3070331101, 4730028101, 3070398103, 3070398101, 3070398104, 3030643101]"
357,"[319824, 7395310]","[4910793103, 4910793103]"
358,"[319836, 7395302]",[4820967104]
359,"[319877, 7392988]",[3360029103]
360,"[319882, 7382411]",[4680007101]
361,"[319889, 7386827]",[4610006102]
