,coord,frequentadores
141,"[322430, 7405020]","[1150309101, 1160588102, 1161821101, 1161863102, 1160040103, 1163898101, 1160022104, 1160394101, 1160022101, 1163969103, 1160344102, 1160010103, 1190307101, 901088101, 1150505102, 1150499101, 1150034101, 1163969104]"
142,"[322495, 7393440]",[3001136102]
143,"[322598, 7396710]",[1130016101]
144,"[322642, 7397450]","[4310010101, 4950086101, 10020104, 1132209101, 1130804101, 1131040101]"
145,"[322735, 7397315]",[1130811103]
146,"[322823, 7385221]",[3401184101]
147,"[323047, 7381337]","[3050690105, 3131726102, 3111005102, 3072563101, 3070411101, 4683605102]"
148,"[323050, 7384129]",[3141923101]
149,"[323142, 7394977]","[3380036101, 5040496101, 3050015101, 3121812101, 3560013104, 2980104101]"
150,"[323150, 7384127]","[4680011101, 4690029105, 2780138101, 4651183101, 3271126102, 4680630101, 3040913101, 2860330102, 2860839102, 4650047101, 3040030101, 4630006104, 3163647103, 3040499102, 4721827102]"
151,"[323153, 7384142]","[3230005101, 2600812102, 3140993102, 3070331101, 1720016101, 3040021103, 3070061101, 3153899102, 2810496102, 3153899101, 2890006101, 3050690103, 3120028101, 3230595102, 3072761103, 4680071102, 4550509101]"
152,"[323172, 7395669]",[3380305101]
153,"[323177, 7384097]",[3155487102]
154,"[323273, 7381423]",[3070761105]
155,"[323310, 7383531]",[3051973101]
156,"[323348, 7394377]",[3150082102]
157,"[323393, 7396574]",[1040024102]
158,"[323519, 7418935]","[3560081101, 3570010101, 3560620101, 3560045102, 3560327102, 3560080101, 3560103101, 3510915101, 3580040102, 3580045103, 3590028103, 3510038201, 3560104101, 3560327101, 2020009101, 3560021101, 3560048102, 3450538102, 3600026101, 3560124101]"
159,"[323572, 7381522]",[3080307101]
160,"[323590, 7362686]",[4720028102]
161,"[323614, 7387604]",[3221050103]
162,"[323665, 7419150]",[3510011201]
163,"[323696, 7401572]","[3600026101, 1091275102, 1091275104, 1110045101, 1091875103, 1220003101, 3550045102, 1090524101, 1160094103, 1160339101, 1160339101, 1090651104, 3560100101, 1091275101, 1090563102, 1180377101, 1160056101]"
164,"[323761, 7421132]",[3561465101]
165,"[323764, 7401355]","[1101273101, 1120009102, 1101363104, 3440524103, 1101273102, 1091847103, 1160083105, 1120047101]"
166,"[323791, 7408204]",[3440561101]
167,"[323807, 7383848]","[3040958101, 3090064102]"
168,"[323818, 7390842]",[4610006101]
169,"[323966, 7390965]",[3221050103]
170,"[324024, 7395192]",[4810542102]
171,"[324048, 7383877]",[4610006101]
172,"[324069, 7397980]",[4840091103]
173,"[324079, 7363722]","[2980447104, 2990023101, 2980380105, 2980380101]"
174,"[324251, 7396231]",[4850046101]
175,"[324267, 7397994]","[1180374104, 3290462103, 4841295102, 1180029105, 3290462104, 1170321101, 3470683201, 1120028102, 3290462104, 1041405102, 1180423103, 3290462103]"
176,"[324281, 7407416]",[1160008102]
177,"[324341, 7397810]",[1170035102]
178,"[324499, 7382839]","[4640018103, 4640018103, 2921056105, 2910311102, 4630006103, 4740376101, 3341657101, 4680057103, 2940031102, 3130641101, 2921746101, 660438101, 2680937104, 4680057103, 3121812101, 4630006103, 3080313102, 2801627101, 3010468101, 5000317101, 3230034103, 5020327103, 3130641102, 3230675102, 3230021101, 4900440102, 3130641101, 2950042103, 3130641102, 3150372103, 3150159102]"
179,"[324596, 7396180]",[5040032102]
180,"[324638, 7381630]",[3090568101]
181,"[324654, 7369757]","[2970310101, 2970316103]"
182,"[324660, 7369751]",[2990301102]
183,"[324689, 7382787]","[3090499101, 3090499101, 3090499102, 3153205101, 3140045103, 3153205101, 3150159102, 3090499102, 3090081101, 3140317103, 3050095103, 3153799101, 3080313102, 3550054101, 3090005102, 4640038102, 3050022101, 3050022101, 3110326103, 3140045103, 3110326103, 3153470102, 3090081101, 3090437104, 3151660102, 3090344104, 3140329101, 3140332102, 4640332101, 3150632102, 3150632102, 3090005102, 3140939101, 3150632101, 3090415101, 3140984104, 3070934102, 3070761101, 3150144102, 3071171101, 4610673103, 3140012102, 3070026101, 5140042102, 3130543101, 3151096102, 4610673102, 4610399102, 3050811103, 3070026101, 5140042102, 4610321102, 3140040103, 3140329101, 4610015105, 3140012102, 3150673101, 3090415101, 3140317103, 4720008104, 4640332101, 4681737103, 4681737103, 1280514101, 1280514101, 4680630103, 640838101, 3230001101, 640838102, 4680329102, 4680108103, 4680108102, 4911448101, 4911448103, 4680099101, 660319103, 3210002101, 4680044101, 4681940104, 4681940104, 4682108101, 3230557102, 3040030101, 3300912102, 3010491101, 3010468103, 3351010101, 3351010101, 4810029102, 3250967105, 4651052102, 4740376101, 3250363102, 591645101, 3231507101, 3231334101, 4730054101, 3230670101, 4720317102, 4710353102, 3250363102, 4651052102, 3101169101, 4650060102, 4651052101, 4651032102, 4650010101, 4650060101, 4650004101, 4650060101, 3163647103, 4650060102, 4650038101, 4650038101, 4651052101, 4640332102, 4650039103]"
184,"[324790, 7393128]",[3211606103]
185,"[324791, 7369946]","[2990331103, 2990331102]"
186,"[324971, 7403285]",[1220021101]
187,"[324997, 7370387]","[2970322102, 2970322102]"
188,"[325009, 7370463]",[2970307103]
189,"[325039, 7392400]",[5140320102]
190,"[325051, 7382964]",[2780106101]
191,"[325068, 7401365]",[1090651102]
192,"[325106, 7370462]","[2950012101, 2970016101, 2960002101, 2960005101, 2970548103]"
193,"[325123, 7388880]",[3290474101]
194,"[325180, 7381724]",[3090068101]
195,"[325231, 7397826]",[3470682101]
196,"[325261, 7397978]",[1160012104]
197,"[325285, 7397899]",[1221392101]
198,"[325300, 7393715]","[1271303103, 3010491101, 2940408101, 4991958103]"
199,"[325315, 7381741]",[3092229101]
200,"[325323, 7401795]",[1160148101]
201,"[325324, 7383014]","[2830043101, 2830043101]"
202,"[325342, 7401302]",[1161781101]
203,"[325347, 7401679]","[1221386104, 1221386102]"
204,"[325377, 7393725]",[5000013101]
205,"[325381, 7385972]","[3040041103, 3050015101, 3211059102, 2951431103]"
206,"[325395, 7401748]",[1220021101]
207,"[325419, 7381511]",[3111005102]
208,"[325430, 7401018]",[1160448102]
209,"[325439, 7392025]",[5060700103]
210,"[325449, 7391956]",[4620031102]
211,"[325459, 7383024]","[3141920103, 4460002102, 2980380101, 2981099101, 801280101, 3260013102, 3260013102, 2980083102, 2980447104, 3090041101, 2890006101, 2980380105, 2980360103, 2450019101, 2960005101, 3150027101, 3150469101, 4991951201, 3150027101, 3070026102, 2950013102, 2940065101, 2921000104, 3150469101, 3153352102, 2950012101]"
212,"[325547, 7381983]","[2802120101, 3081125102, 3090064101, 3070028102, 3090337101, 3060305104, 3060047101, 2871617104, 3070789104, 3101165101, 3070789102, 3071286103]"
213,"[325548, 7382979]","[3090041101, 2810496102, 2930017101, 3153203102, 4640038101]"
214,"[325597, 7382014]",[3070075102]
215,"[325629, 7392123]","[1570647102, 5130026101, 4671102103, 3933010101, 2320047101, 3330959101, 1860308102, 4851179101, 5070516102, 4671102103, 1151755101, 5031275102, 3930057103, 1991279103, 3631663102, 4871772101, 3150798103, 3300312103, 2340323101, 1900434101, 2560485103, 2540026103, 211261103, 4670026103, 5070516101, 3330469103, 190535103, 471957105]"
216,"[325686, 7400487]",[1210468105]
217,"[325693, 7392132]","[660667102, 3351168104, 5030050103, 3162915103, 4510310101, 5080051102, 500341104, 470994101, 5071177103, 4670303105, 3160563101, 3191210103, 3160556101, 4670014101, 5090015102, 4670009101, 3190843101, 880658102, 3320816104, 3290715102, 3150822101, 1980493103, 3361474102, 890044102, 2000068103, 2000477101, 4620931102, 361948102, 2300310101, 361948103, 2151392103, 3421904103, 4600005104, 3421811101, 4910782103, 5061494101, 4601173102, 3351168104, 2330049101, 3420500102, 2131720103, 4601207101, 3400307102, 4960004101, 5070012103, 5070042104, 4911560101, 380011102, 460307102, 1861287102, 540686104, 3370665101, 3281061103, 5061544101, 4611705103, 5090026102, 3311722102, 5111328103, 1531959102, 1530035101, 2570019103, 1650594102, 5090016101, 1620027102, 1370303102, 860971102, 5090026102, 4000072101, 1331411104]"
218,"[325694, 7392075]","[5031277101, 5060321101]"
219,"[325720, 7392192]","[451856104, 3320013101, 3320013101]"
220,"[325742, 7372381]",[2980381103]
221,"[325765, 7398157]","[400918104, 240626103]"
222,"[325786, 7399932]",[1090651102]
223,"[325830, 7383374]",[3260620103]
224,"[325848, 7382306]",[3110059102]
225,"[325862, 7383419]",[3090339101]
226,"[325865, 7399063]",[1160074104]
227,"[325866, 7391941]",[1730932101]
228,"[325939, 7382947]",[2990301102]
229,"[325939, 7383081]",[4660894101]
230,"[325945, 7383460]",[3120856101]
231,"[325952, 7397660]",[1170318101]
232,"[325997, 7392113]",[3420029101]
233,"[326078, 7397963]",[1260307103]
234,"[326089, 7398150]","[3560071102, 3560116101, 2040611101, 5130004102, 1921372101, 221631102, 3560062102]"
235,"[326117, 7373227]",[4730323101]
236,"[326135, 7392072]",[4610006102]
237,"[326164, 7397600]","[1090539103, 1271233103]"
238,"[326175, 7383522]","[3040913101, 4620028102, 4620028103, 3150370103, 4681724101, 3151090101, 3153245101, 4080049102]"
239,"[326183, 7383674]",[2780106101]
240,"[326206, 7392748]","[3180956101, 3120528104, 4910304103, 3932318101, 3001137103, 2980537101, 4210985101, 4990045202, 3341657101, 4990045201, 2942288101, 2930987102, 4640033102, 2831090106, 4200947103, 2980537101, 2930915101, 1470014103, 2920018103, 2980458102, 1362073102, 4840081103, 4900448102, 2251785101, 1470822102, 2290108103, 1370022103, 4620931102, 1470399102, 1470399102, 492109101, 3290766102, 2980458102, 2930906101, 3401156104, 2980927102, 840078103, 4971351104, 2880305102, 4730346101, 3041727102, 500641101, 3370465101, 390339101, 2940061101, 2900009101, 3400016102, 2910050103, 500699101, 2901012101, 540655101, 4850816102, 2910015102, 801280101, 1410997102, 2880305102, 3101165101, 2080020101, 2430003101, 2851446101, 4970764101, 3190076101, 3190076101, 2980310103, 4910304103, 1441246101, 4970625101, 1441246101, 1470822102, 2911440101, 2220959102, 2871504102, 2871617104, 1371428101, 3330038102, 4970625101, 3291579101, 2180855101, 3230354101, 3070934102, 3720036103, 3720036103, 1570049103, 211283104, 3680304101, 1570036101, 1560627103, 480546101, 3070789102, 3760574102, 3770362101, 480532105, 2960003103, 3730908105, 3231507101, 3140939101, 2570037102, 5140057101, 2451793103, 5140057104, 1720031103, 3230670101, 180988101, 180898102, 2171435101, 451131102, 1691329104, 2520027103, 3090064101, 3560089101, 2001971102, 4400035101, 2570036102, 2001975102, 480511103, 3070789104, 2930007103, 260003102, 1861303102, 452258102, 3300451101, 870344103, 3121407102, 2680897102, 3060038101, 2951388101, 2951371104, 2980134102, 4601173102, 2771280103, 3300451101, 2950325104, 2680897102, 3020751102, 2951388101, 2640626104, 3330001101, 1861288101, 3311722102, 1530596102, 3330001101, 3030662101, 4891053102, 2210045101, 2771280103]"
241,"[326260, 7373414]",[2920430101]
242,"[326271, 7392754]","[2950036102, 2201806101, 4920913102, 1360021101, 2950024101, 2131725101, 2980052107, 3230675102, 32274103, 3210002101, 1290004101, 2000011101, 1960323101, 4720317102, 2210045101, 4730011102, 2980108102, 4920913101, 4910769102, 1981515105, 2220050105, 2980104101, 2960027102, 2220050105, 4730346101, 2950042103, 621047103, 2220959102, 2960032101, 3090944101, 4730335102, 2950012104, 2940049104, 2940049103, 2950019202, 2940040101, 2940006102, 2940001103, 4720008104, 2940001101, 2970521106, 4940618106, 3050491101, 1540023101, 4830025102, 2680148101, 3060047101, 3060038101, 3053603101, 3040041103, 3050811103, 2782009101, 880810101, 2921141102, 2801434103, 5000002103, 2802120101, 5020013104, 4991958102, 3760036101, 3721091101, 5140063105, 2460004101, 170739102, 880002102, 5150037102, 3090337101, 3070445101, 5150037104, 2531167101, 3620805102, 1621622102, 2580021101, 2580023103, 1570850102, 3081125102, 2820914103, 591645101, 2910012102, 2921056101, 3180057101, 3380319105, 2980524103, 2900036104, 3180956101, 780021101, 2820914103, 4951193104, 3380008103, 5161386103, 3181622101, 2270012103, 3181940102, 3380032102, 4951200104, 3360875102, 4970115101, 3010468103, 3010468101, 2921056103, 2980524102, 2831190102, 1901630103, 4820028101, 3050039105, 3155448102, 4721826104, 2921056102]"
243,"[326285, 7360682]",[2290462101]
244,"[326285, 7397919]",[3010521102]
245,"[326347, 7392752]","[2930027101, 170594102, 2970316101, 4820742102, 3440048103, 1220020101, 3320319101, 3280302101, 3070316101, 3280302102, 3060305104, 442645102, 4640042102, 2791307103, 2831090104, 1091875103, 850845102]"
246,"[326373, 7397698]",[1020001102]
247,"[326399, 7392647]","[481932103, 1800329102, 4901368104, 271480102]"
248,"[326421, 7392632]",[871826101]
249,"[326421, 7397753]",[1221392101]
250,"[326430, 7386643]","[32274103, 3271239101, 2921000105, 4950359101, 721278101, 3211543101]"
251,"[326438, 7380465]","[920001101, 2970521106, 2830972104, 2801434103, 2830970103]"
252,"[326458, 7397849]","[1221386102, 3560093101, 1210381101, 1180382102, 1180029102, 1180017102, 2290035101, 1150309101, 1221386104, 5160342101, 1030792101, 1112175104, 1130033101, 4830026102, 3551685101, 10027103, 1010523102]"
253,"[326459, 7397890]",[1160448102]
254,"[326499, 7380459]",[2790016101]
255,"[326506, 7392587]","[2810037103, 2810037103]"
256,"[326508, 7380470]","[2790016101, 2871504102]"
257,"[326552, 7382841]",[2790331102]
258,"[326557, 7382693]",[3070005102]
259,"[326569, 7397888]","[4841307102, 4850588101, 5161171101, 1421801101, 4810541101, 1390864102, 1740551101, 1080840101]"
260,"[326594, 7386837]",[3290474101]
261,"[326596, 7401289]","[1261715104, 1260013105, 1220028102]"
262,"[326597, 7401357]",[1220049101]
263,"[326606, 7384118]",[3070005102]
264,"[326619, 7401546]",[1221392102]
265,"[326645, 7386650]",[3290740101]
266,"[326670, 7377246]",[2790492102]
267,"[326676, 7391954]","[2990024101, 2880044103, 2940052103, 2830972104, 4990118101, 2830010101, 4600523103, 2940407104, 4992133101, 2980739101, 3270017101, 3300912102, 3150673101, 3230034103, 2980104104]"
268,"[326677, 7377174]",[2970016101]
269,"[326681, 7384379]","[3290740101, 230318103]"
270,"[326725, 7392329]",[3230021101]
271,"[326738, 7380703]",[2851446101]
272,"[326759, 7376840]",[2920500101]
273,"[326766, 7373791]","[3120856101, 4730051103, 4731411101]"
274,"[326768, 7392381]",[3080307101]
275,"[326788, 7384410]","[3150387103, 2890040102]"
276,"[326830, 7392189]",[2981434104]
277,"[326834, 7392570]",[3330052101]
278,"[326875, 7392180]",[2980415104]
279,"[326882, 7392625]",[4670018101]
280,"[326883, 7380311]",[2920430101]
281,"[326898, 7384591]","[3070354102, 3250435101]"
282,"[326903, 7388518]","[3370784101, 3180057101, 2910039101]"
283,"[326974, 7373787]","[2930017101, 2911440101, 2980540102, 2921141102, 2980050101, 2980055106, 2980084102, 2940065101, 2910030101, 2980084105, 2990030101, 2980310103, 2990030101, 2940407104, 2990023101, 2950013102, 2990011105, 2990011105, 2980368102, 2980927102, 2960002101, 2980104104, 4730054101, 2980426101, 4730335102, 2960032101, 2990317102, 2910317105, 170739102]"
284,"[327009, 7386434]",[3280378102]
285,"[327038, 7393294]",[1351941102]
286,"[327039, 7373937]","[2980108102, 2950036102, 2960027102, 2980739101, 2950024102, 2921056105, 2980052107, 4971131103, 2981434104, 2940408101, 2910015102, 2983008101, 2930915101, 3400016102, 2990318101, 2950024101, 2950019202, 2990318101, 2940408102, 2980010101, 2990317102, 2990024101, 2950012104, 2921000104, 2910012102, 2980010101, 2950053102, 2921746101, 4730011102, 2910050103, 2980134102, 2910311102, 4640332105, 2910032101, 2951431103, 2950311101, 640838101, 2930987102, 2951371104, 2920018103, 2940006102, 2980415104, 2950325104, 2970316101, 2980524102, 640838102, 2901012101, 2980524103, 4721826104, 2980112101]"
287,"[327052, 7384709]",[3231577103]
288,"[327084, 7392880]",[5010038101]
289,"[327118, 7390533]",[3211606103]
290,"[327125, 7392682]",[3200370101]
291,"[327126, 7386855]",[3180512106]
292,"[327156, 7374052]","[2960003103, 2940040101, 2940001101, 2940001103, 2942288101, 2940031102, 2940061101, 2940052103, 2940044101, 2940049103, 2940049104]"
293,"[327161, 7392653]","[2091500101, 1771629101, 4250582102, 2100746104, 3951846103, 1450041102, 4271328101, 2110799101, 3200082101, 3210897101, 1980033104, 3190843101, 3050811102, 4650350102, 4690312102, 2260647101, 2471025103, 3050039105, 1370042108, 3951846104, 4750003101, 4681725101, 3560031101, 3330023101, 2430003101, 1442408101, 3281061103, 1370042101, 2261139101, 3200506102, 910593103, 1190430101]"
294,"[327178, 7392683]",[800050101]
295,"[327195, 7385065]",[2990023103]
296,"[327297, 7395027]",[471332103]
297,"[327302, 7389770]","[2983008101, 3370465101, 4900439105, 4730051103, 2980112101, 4860004103, 2280011201]"
298,"[327330, 7385307]","[3000531101, 3110039104]"
299,"[327394, 7392341]",[2910011102]
300,"[327430, 7394953]","[500573102, 2600819102, 900323101, 581259101, 1020974102, 1021066103, 1130035102, 2101176101, 1130035103, 1020017101, 980030101, 1020974101, 4610006102, 831102101, 2550447101, 3421904103]"
301,"[327454, 7390667]","[790314101, 2680148101, 2940044101, 2000030203, 3200003101, 3370688102, 2980360103, 2940408102, 4610006102, 2811409102]"
302,"[327456, 7394955]","[1040115101, 1041273102, 2410018101, 4461139103, 890044102, 900022101, 1112175104, 1040024102]"
303,"[327464, 7392225]",[3950047101]
304,"[327471, 7392230]",[3072535101]
305,"[327478, 7386192]",[4630046103]
306,"[327495, 7396637]",[1682100104]
307,"[327505, 7385526]",[3090889101]
308,"[327514, 7379693]",[4730323101]
309,"[327554, 7389613]",[3630015102]
310,"[327554, 7390540]",[570346104]
311,"[327567, 7375461]","[271480102, 2930906101, 2900036104, 2891585101]"
312,"[327614, 7392055]",[3071177101]
313,"[327630, 7391973]","[3071036101, 3071036103]"
314,"[327652, 7397760]","[2190032101, 3560509102]"
315,"[327673, 7390599]",[3141923101]
316,"[327678, 7389571]",[3371048103]
317,"[327749, 7379990]",[2784276101]
318,"[327771, 7391624]",[3070316101]
319,"[327783, 7385992]",[4680053103]
320,"[327831, 7386089]","[3150387101, 3090370101, 5050040103, 3153274104, 4650004103, 3153274103]"
321,"[327865, 7386167]",[2921000105]
322,"[327872, 7386090]","[3150306101, 4680081102, 4681742103, 3141923104, 3141923103, 3153340101, 3090424102]"
323,"[327887, 7391579]","[3070073102, 3070354105]"
