,coord,frequentadores
4659,"[321153, 7405253]","[1150039101, 1150039101]"
4660,"[321153, 7425576]","[3560105101, 3560105103, 3560105101, 3560105102]"
4661,"[321157, 7380596]","[3053588101, 3053603104, 3053603104, 3053603103, 3053603103, 3053603102, 3053603102, 3053603101, 3053603101, 3053588102, 3053588102, 3053588101]"
4662,"[321157, 7406727]","[1150613102, 1150613101, 1150613102]"
4663,"[321161, 7399125]","[1132242103, 1132242102, 1132242103, 1132242103, 1132242103, 1132242104, 1132242104, 1132242104, 1132242104, 1132242106, 1132242107, 1132242101, 1132242105]"
4664,"[321163, 7388400]","[4600518103, 4600518102, 4600518101, 4600518102, 4600518101, 4600518103]"
4665,"[321164, 7372767]","[2970532102, 2970532101, 2970532101, 2970532104, 2970532101, 2970532104, 2970532102, 2970532102, 2970532104, 2970532102, 2970532104, 2970532103, 2970532103, 2970532103, 2970532103, 2970532101]"
4666,"[321164, 7390061]","[3300624103, 3300624103, 3300624103, 3300624103, 3300624102, 3300624102, 3300624102, 3300624101, 3300624101, 3300624102]"
4667,"[321165, 7405788]","[1150499101, 1150499101, 1150499102, 1150499103, 1150499103]"
4668,"[321165, 7417311]","[3450018103, 3450018102, 3450018101, 3450018101]"
4669,"[321166, 7385416]","[3260313101, 3260313101, 3260313102, 3260313101, 3260313102, 3260313102, 3260313104, 3260313104, 3260313101, 3260313102, 3260313103]"
4670,"[321166, 7410739]",[1190040101]
4671,"[321166, 7424074]",[3551684101]
4672,"[321167, 7385589]","[3260681103, 3260681101, 3260681101, 3260681102, 3260681102, 3260681102, 3260681103, 3260681102, 3260681102]"
4673,"[321168, 7385038]","[3230022102, 3230022102, 3230022102, 3230022103, 3230022101, 3230022101, 3230022104, 3230022104, 3230022101, 3230022102, 3230022101]"
4674,"[321173, 7409525]","[1190359102, 1190359101, 1190359101, 1190359102, 1190359102, 1190359102, 1190359104, 1190359103, 1190359103]"
4675,"[321175, 7378961]","[3112028102, 3112028102, 3112028101, 3112028101, 3112028103, 3112028103, 3112028103, 3112028103]"
4676,"[321175, 7393062]","[3361460101, 3361460103, 3361460102, 3361460103, 3361460102, 3361460102, 3361460102]"
4677,"[321176, 7383407]","[3120035103, 3120035105, 3120035104, 3120035101, 3120035101, 3120035102, 3120035103, 3120035104]"
4678,"[321178, 7385051]","[3230354102, 3230354103, 3230354101, 3230354103, 3230354102, 3230354101]"
4679,"[321180, 7409956]","[1190430101, 1190430101]"
4680,"[321185, 7393065]","[3361503101, 3361503101, 3361503103, 3361503102, 3361503102, 3361503103]"
4681,"[321186, 7394563]","[3370315103, 3370315101, 3370315101, 3370315103, 3370315102]"
4682,"[321186, 7407058]","[1150026103, 1150026101, 1150026102, 1150026102, 1150026103, 1150026104, 1150026104]"
4683,"[321186, 7424493]","[3550035102, 3550035102, 3550035102, 3550035101, 3550035101, 3550035102]"
4684,"[321187, 7398947]","[1130045102, 1130045102, 1130045101, 1130045102, 1130045102]"
4685,"[321188, 7401796]","[1120026101, 1120026101]"
4686,"[321188, 7409833]",[1190342101]
4687,"[321192, 7418402]","[3450034101, 3450034102]"
4688,"[321193, 7394550]","[3370002101, 3370002101, 3370002102]"
4689,"[321194, 7418701]","[3450040102, 3450040104, 3450040103, 3450040101, 3450040101]"
4690,"[321195, 7386263]","[3260340102, 3260340101, 3260340101, 3260340101]"
4691,"[321195, 7417817]",[3450032101]
4692,"[321196, 7389661]","[3300489102, 3300489102, 3300489102, 3300489101, 3300489102, 3300489101]"
4693,"[321198, 7413875]","[3440039101, 3440039102]"
4694,"[321200, 7393089]","[3361429102, 3361429101, 3361429104, 3361429103, 3361429101, 3361429104, 3361429103]"
4695,"[321203, 7382145]","[3050095102, 3050095104, 3050095103, 3050095103, 3050095101, 3050095104, 3050095102, 3050095102]"
4696,"[321207, 7381740]","[3052460101, 3052460101, 3052460102]"
4697,"[321207, 7400888]","[1110406102, 1110406103, 1110406103, 1110406102, 1110406101, 1110406104]"
4698,"[321208, 7381331]","[3050079101, 3050079101, 3050079102, 3050079103, 3050079103, 3050079102]"
4699,"[321211, 7406011]","[1150305102, 1150305101]"
4700,"[321212, 7406018]","[1150374101, 1150374101]"
4701,"[321213, 7416938]","[3450016101, 3450016102, 3450016101, 3450016102]"
4702,"[321215, 7402698]","[1091902103, 1091902102, 1091902103, 1091902101]"
4703,"[321216, 7394541]","[3370308102, 3370308101, 3370308101, 3370308102]"
4704,"[321218, 7398807]","[1130050101, 1130050101, 1130050102, 1130050101, 1130050101, 1130050101, 1130050102, 1130050102]"
4705,"[321218, 7401226]","[1121284102, 1121284105, 1121284106, 1121284103, 1121284107, 1121284104, 1121284104, 1121284101, 1121284103, 1121284102]"
4706,"[321221, 7380221]","[3111033101, 3111033101, 3111033101]"
4707,"[321221, 7384692]","[3230675102, 3230675102, 3230675102, 3230675101]"
4708,"[321223, 7394905]","[3370671101, 3370671101, 3370671102, 3370671102]"
4709,"[321225, 7392422]","[3340011103, 3340011101, 3340309102, 3340309102, 3340309101, 3340011104, 3340011104, 3340011104, 3340011101, 3340011104, 3340011102, 3340011102, 3340011103]"
4710,"[321226, 7382683]","[3040035102, 3040035103, 3040035103, 3040035104, 3040035104, 3040035102, 3040035101, 3040035101]"
4711,"[321226, 7393159]","[3360834102, 3360834101, 3360834102]"
4712,"[321226, 7394530]","[3370001101, 3370001101, 3370001102]"
4713,"[321228, 7425384]","[3560056102, 3560056101, 3560056105, 3560056105, 3560056103, 3560056104, 3560056104, 3560056103]"
4714,"[321229, 7406456]","[1150592102, 1150592101, 1150592101, 1150592101, 1150592102]"
4715,"[321230, 7425766]","[3560071102, 3560071101, 3560071102, 3560071103, 3560071103]"
4716,"[321232, 7400214]","[1120802102, 1120802103, 1120802103, 1120802103, 1120802103, 1120802103, 1120802104, 1120802102, 1120802102, 1120802103, 1120802102, 1120802101, 1120802104]"
4717,"[321233, 7382261]","[3040914102, 3040914101, 3040958101, 3040958103, 3040958101, 3040958103, 3040958102]"
4718,"[321233, 7406193]","[1150690101, 1150690102, 1150690102, 1150690102]"
4719,"[321236, 7405097]","[1150301101, 1150301101, 1150301102, 1150301102]"
4720,"[321239, 7381228]","[3050063102, 3050063103, 3050063102, 3050063101, 3050063101, 3050063104, 3050063103, 3050063104]"
4721,"[321240, 7401986]","[1090017101, 1090017101, 1090017101]"
4722,"[321246, 7398285]","[1132244103, 1132244103, 1133000101, 1133000101, 1133000101, 1133000101, 1132244103, 1132244102, 1132244103, 1132244101, 1133001101, 1133001101, 1133001103, 1133001103, 1133001102, 1133001102, 1133001102, 1133001102, 1132244102, 1133001101, 1133001101, 1133000103, 1133000101, 1133000101, 1133000101, 1133000102, 1133000102, 1133000103, 1133001101, 1133000102, 1133000103, 1133000103, 1133000102, 1133000102, 1133000102, 1133000102, 1133000103]"
4723,"[321246, 7422309]","[3550023102, 3550023101]"
4724,"[321248, 7380841]","[3053533102, 3053533101, 3053533102, 3053533102, 3053533102, 3053533102, 3053533101, 3053533103, 3053533103, 3053533102]"
4725,"[321251, 7407410]","[1150547104, 1150547101, 1150547104, 1150547101, 1150547103, 1150547103, 1150547106, 1150547102, 1150547105]"
4726,"[321254, 7381645]","[3052019104, 3052019101, 3052019102, 3052019101, 3052019103, 3052019103, 3052019102]"
4727,"[321254, 7409966]","[1190445101, 1190445101, 1190445102]"
4728,"[321256, 7372332]","[2970021101, 2970021101, 2970021101, 2970021102, 2970021101, 2970021102, 2970021102, 2970021101, 2970021102]"
4729,"[321257, 7372319]","[2970548101, 2970548103, 2970548102, 2970548102, 2970548104, 2970548103, 2970548105]"
4730,"[321259, 7381388]",[3050342101]
4731,"[321261, 7379575]","[3110304101, 3110304102, 3110304102, 3110304103, 3110304103, 3110304101]"
4732,"[321268, 7384782]","[3230020101, 3230020102, 3230020103, 3230020101, 3230020102, 3230020101, 3230020103]"
4733,"[321270, 7382399]","[3040012103, 3040012102, 3040012101]"
4734,"[321270, 7387543]","[3261776101, 3261776104, 3261776101, 3261776101, 3261776101, 3261776102, 3261776101, 3261776104, 3261776103, 3261776101, 3261776101, 3261776101, 3261776102, 3261776103]"
4735,"[321271, 7394509]","[3370005102, 3370005102, 3370005102, 3370005103, 3370005103, 3370005103, 3370005101, 3370005102, 3370005101, 3370005102, 3370005102, 3370005101, 3370005103, 3370005101]"
4736,"[321275, 7384872]","[3230011101, 3230011104, 3230011103, 3230011104, 3230011104, 3230011103, 3230011102, 3230011102, 3230011104, 3230011101]"
4737,"[321275, 7393724]","[3361427102, 3361427103, 3361427101, 3361427103, 3361427101]"
4738,"[321276, 7422813]","[3550010102, 3550010101, 3550010101, 3550010101, 3550010101]"
4739,"[321277, 7372316]","[2970534102, 2970534101, 2970534101, 2970534104, 2970534102, 2970534101, 2970534103, 2970534103, 2970534104, 2970534101, 2970534101]"
4740,"[321277, 7409387]","[1190331105, 1190331104, 1190331103, 1190331102, 1190331102, 1190331101]"
4741,"[321279, 7383656]",[3041464101]
4742,"[321279, 7383984]","[3230338101, 3230338102, 3230338101, 3230338102]"
4743,"[321281, 7383968]","[3230676102, 3230676103, 3230676103, 3230676102, 3230676101]"
4744,"[321287, 7380586]","[3053576104, 3053576101, 3053576102, 3053576102, 3053576103, 3053576103, 3053576104, 3053576105]"
4745,"[321287, 7386090]","[3260020101, 3260020103, 3260020102, 3260020102]"
4746,"[321287, 7401557]","[1121288101, 1121288101]"
4747,"[321293, 7379056]","[3112046102, 3112046102, 3112046102, 3112046102, 3112046103, 3112046104, 3112046104, 3112046104, 3112046104, 3112046101, 3112046101, 3112046102, 3112046103, 3112046101, 3112046102, 3112046102, 3112046102, 3112046102]"
4748,"[321293, 7381508]","[3050038102, 3050038101, 3050038102]"
4749,"[321293, 7386583]","[3260039103, 3260039101, 3260039102, 3260039103]"
4750,"[321298, 7389586]","[3300657101, 3300657101, 3300657102, 3300657102]"
4751,"[321306, 7394422]","[3370011102, 3370011102, 3370011101, 3370011101, 3370011102, 3370011102, 3370011102]"
4752,"[321307, 7394551]",[3370010101]
4753,"[321318, 7392499]","[3340020101, 3340020102, 3340020101, 3340020101, 3340020101, 3340020102]"
4754,"[321321, 7405853]","[1150509101, 1150509101, 1150509102, 1150509102, 1150509102]"
4755,"[321322, 7419483]","[3500029104, 3500029101, 3500029103, 3500029101, 3500029102, 3500029102, 3500029103]"
4756,"[321323, 7384535]","[3230627104, 3230627104, 3230627105, 3230627105, 3230627101, 3230627102, 3230627103, 3230627102, 3230627103]"
4757,"[321323, 7402484]","[1090075102, 1090075105, 1090075101, 1090075103, 1090075105, 1090075102, 1090075104]"
4758,"[321324, 7385893]","[3260017105, 3260017105, 3260017105, 3260017105, 3260017104, 3260017104, 3260017101, 3260017102, 3260017103, 3260017103, 3260017104, 3260017102, 3260017101]"
4759,"[321324, 7399025]","[1130793101, 1130793101, 1130793101, 1130793101, 1130793102]"
4760,"[321326, 7402658]","[1090047101, 1090047102]"
4761,"[321329, 7380448]","[3111007102, 3111007101]"
4762,"[321330, 7359328]","[2980537102, 2980537101, 2980537101, 2980537102]"
4763,"[321330, 7413710]","[3441260101, 3441260103, 3441260101, 3441260102, 3441260103, 3441260102, 3441260102, 3441260102, 3441260104, 3441260104]"
4764,"[321331, 7371926]","[2970533103, 2970533104, 2970533102, 2970533101, 2970533103, 2970533104, 2970533102, 2970533105, 2970533105, 2970533106, 2970016101, 2970016101, 2970016102, 2970016102, 2970016103, 2970016103, 2970016104, 2970016104, 2970533105]"
4765,"[321332, 7406880]","[1150024101, 1150024102, 1150024101]"
4766,"[321337, 7389435]","[3300950101, 3300950102, 3300950102, 3300950101, 3300950101, 3300950101]"
4767,"[321338, 7381100]","[3050319103, 3050319103, 3050319102, 3050319102, 3050319102, 3050319102, 3050319101, 3050319101, 3050319101, 3050319101]"
4768,"[321339, 7394818]","[3370901102, 3370901101, 3370901101, 3370901102]"
4769,"[321340, 7380964]","[3050050104, 3050050101, 3050050101, 3050050102, 3050050102, 3050050103, 3050050101, 3050050102, 3050050102, 3050050103, 3050050101, 3050050102, 3050050102, 3050050104]"
4770,"[321340, 7382397]","[3040023105, 3040023103, 3040023103, 3040023102, 3040023102, 3040023101, 3040023101, 3040023105, 3040023104]"
4771,"[321340, 7400284]","[1110318101, 1110307101, 1110307101, 1110307102, 1110318101]"
4772,"[321341, 7381551]","[3050020101, 3050020101, 3050020102, 3050020102, 3050020101]"
4773,"[321348, 7395331]","[3380026101, 3380026101, 3380026101, 3380026101, 3380026101]"
4774,"[321349, 7391297]","[3350471102, 3350471105, 3350471104, 3350471104, 3350471103, 3350471103, 3350471102, 3350471107, 3350471107, 3350471106, 3350471105, 3350471106, 3350471101]"
4775,"[321349, 7411212]","[1190028102, 1190028101, 1190028101]"
4776,"[321350, 7385977]","[3260006102, 3260006102, 3260006101]"
4777,"[321351, 7389872]","[3300451103, 3300451103, 3300451102, 3300451101, 3300451104, 3300451104, 3300451101]"
4778,"[321352, 7409486]","[1190328104, 1190328104, 1190328103, 1190328103, 1190328101, 1190328101, 1190328102, 1190328102]"
4779,"[321353, 7381451]","[3050549105, 3050549106, 3050549106, 3050549104, 3050549104, 3050549103, 3050549103, 3050549102, 3050549102, 3050549101, 3050549101]"
4780,"[321353, 7391909]",[3340341101]
4781,"[321354, 7386463]","[3261482102, 3261482102, 3261482101, 3261482101]"
4782,"[321355, 7421753]",[3500345101]
4783,"[321356, 7389407]","[3300659101, 3300659101, 3300659101, 3300659101]"
4784,"[321356, 7413476]","[3441235101, 3441235103, 3441235102, 3441235104, 3441235102]"
4785,"[321357, 7410947]","[1191474101, 1191474101, 1191474103, 1191474102, 1191474102, 1191474103]"
4786,"[321358, 7387858]","[3280627101, 3280627101, 3280627101, 3280627101]"
4787,"[321364, 7397870]","[1130811102, 1130811102, 1130811101, 1130811101, 1130811103, 1130811103, 1130811104, 1130811104, 1130811101, 1130811101, 1130811101, 1130811101]"
4788,"[321369, 7372340]","[2970524101, 2970524102, 2970524101, 2970524102, 2970524102, 2970524101]"
4789,"[321370, 7372318]","[2970540102, 2970540101]"
4790,"[321372, 7380994]","[3050434101, 3050434101]"
4791,"[321373, 7381857]","[3050396103, 3050396102, 3050396101]"
4792,"[321374, 7394733]","[3370043101, 3370043101]"
4793,"[321376, 7378463]","[3060048103, 3060048101, 3060048102, 3060048102, 3060048101, 3060048103, 3060048104, 3060048105, 3060048104, 3060048105]"
4794,"[321376, 7394252]","[3370459101, 3370459101, 3370459101, 3370459101]"
4795,"[321382, 7424697]","[3550054101, 3550054102, 3550054101, 3550054103]"
4796,"[321384, 7359342]","[2980010103, 2980010103, 2980010102, 2980010101, 2980010101, 2980010102]"
4797,"[321384, 7387295]","[3261354101, 3261354101, 3261354101, 3261354101, 3261354102, 3261354102]"
4798,"[321384, 7392540]","[3340022104, 3340022102, 3340022104, 3340022101, 3340022101, 3340022103, 3340022103]"
4799,"[321385, 7415029]","[3441237103, 3441237101, 3441237102, 3441237101, 3441237103, 3441237101, 3441237101, 3441237104]"
4800,"[321386, 7387982]","[3280408103, 3280408104, 3280408102, 3280408102, 3280408101, 3280408101, 3280408103, 3280408101, 3280408101, 3280408102, 3280408102]"
4801,"[321387, 7398141]","[1130798103, 1130798101, 1130798102, 1130798101]"
4802,"[321387, 7404765]","[1151491101, 1151491101, 1151491102, 1151491102]"
4803,"[321389, 7423148]","[3550024102, 3550024101]"
4804,"[321390, 7387131]","[3260045101, 3260045101]"
4805,"[321390, 7401607]","[1120047101, 1120047101, 1120047103, 1120047102, 1120047102, 1120047102, 1120047102, 1120047103]"
4806,"[321391, 7387047]","[3261790101, 3261790102, 3261790102, 3261790102, 3261790101, 3261790102]"
4807,"[321395, 7387824]","[3280631101, 3280631102, 3280631102, 3280631101, 3280631101, 3280631101]"
4808,"[321395, 7401540]","[1120040101, 1120040102]"
4809,"[321396, 7395133]","[3380031104, 3380031103, 3380031102, 3380031103, 3380031102, 3380031101, 3380031101, 3380031101, 3380031101, 3380031104]"
4810,"[321397, 7406255]","[1150505101, 1150505101, 1150505102, 1150505102, 1150505103]"
4811,"[321399, 7409820]",[1190317101]
4812,"[321400, 7384056]","[3230607102, 3230607101, 3230607102]"
4813,"[321406, 7391803]",[3340650101]
4814,"[321409, 7393867]","[3370465101, 3370465101, 3370465102, 3370465102, 3370465102, 3370465102, 3370465102, 3370465102]"
4815,"[321409, 7405427]",[1151516101]
4816,"[321410, 7404610]","[1151517103, 1151517103, 1151517101, 1151517101, 1151517102, 1151517103, 1151517103]"
4817,"[321412, 7385603]","[3260779101, 3260779101, 3260779103, 3260779101, 3260779102, 3260779101, 3260779101]"
4818,"[321412, 7407389]","[1150536103, 1150536103, 1150536101, 1150536102]"
4819,"[321415, 7381631]","[3050337103, 3050337102, 3050337101, 3050337101, 3050337101]"
4820,"[321416, 7426004]","[3560046101, 3560046102, 3560046102, 3560046103, 3560046103, 3560046103, 3560046104, 3560046104, 3560046104, 3560046104]"
4821,"[321418, 7372963]","[2970017101, 2970017101, 2970017101, 2970017101, 2970017102, 2970017103, 2970017104, 2970017105, 2970017104]"
4822,"[321420, 7388380]","[4601432101, 4601432101]"
4823,"[321420, 7394595]","[3370950103, 3370950103, 3370950104, 3370950101, 3370950102, 3370950101, 3370950104, 3370950101, 3370950101, 3370950104, 3370950104, 3370950102, 3370950101, 3370950104]"
4824,"[321422, 7384183]","[3230595101, 3230595102, 3230595102, 3230595103, 3230595103]"
4825,"[321423, 7384502]",[3230694101]
4826,"[321423, 7417785]","[3450036101, 3450036102, 3450036103, 3450036101, 3450036102, 3450036103]"
4827,"[321424, 7400669]","[1110404102, 1110404101]"
4828,"[321425, 7419295]","[3500027101, 3500027102, 3500027101, 3500027103, 3500027103]"
4829,"[321425, 7423990]","[3550041101, 3550041102]"
4830,"[321432, 7380751]","[3050006101, 3050006102, 3050006102, 3050006101, 3050006101, 3050006101, 3050006102, 3050006101, 3050006101, 3050006101, 3050006102, 3050006101]"
4831,"[321433, 7394445]","[3370746104, 3370746103, 3370746103, 3370746103, 3370746103, 3370746103, 3370746102, 3370746104, 3370746102, 3370746103, 3370746102, 3370746102, 3370746101, 3370746101]"
4832,"[321434, 7385899]","[3260358103, 3260358101, 3260358102, 3260358104, 3260358102, 3260358104]"
4833,"[321434, 7399433]","[1110040101, 1110040101, 1110040101, 1110040101, 1110040102, 1110040102]"
4834,"[321436, 7359538]","[2980097103, 2980003102, 2980097102, 2980097101, 2980003102, 2980003101, 2980097101, 2980097103]"
4835,"[321439, 7387112]","[3261560101, 3261560101, 3261560102, 3261560102]"
4836,"[321439, 7392505]","[3340023101, 3340023101]"
4837,"[321441, 7372362]","[2970535104, 2970535104, 2970535104, 2970535104, 2970535103, 2970535102, 2970535102, 2970535102, 2970535102, 2970535102, 2970535104, 2970535101, 2970535102, 2970535102, 2970535104, 2970535104]"
4838,"[321443, 7387093]","[3261511107, 3261511105, 3261511106, 3261511104, 3261511103, 3261511103, 3261511102, 3261511102, 3261511101, 3261511104, 3261511105]"
4839,"[321443, 7395233]","[3380996101, 3380996101]"
4840,"[321444, 7380697]","[3050048101, 3050048101, 3050048103, 3050048102, 3050048103, 3050048104, 3050048102, 3050048102, 3050048104]"
4841,"[321447, 7383085]","[3040917103, 3040917103, 3040917103, 3040917102, 3040917102, 3040917101, 3040917101, 3040917103]"
4842,"[321451, 7381114]","[3050088101, 3050088103, 3050088102, 3050088102]"
4843,"[321451, 7386595]","[3260018103, 3260018101, 3260018101, 3260018102, 3260018102, 3260018103, 3260018104]"
4844,"[321452, 7386022]","[3260001102, 3260001102, 3260001101, 3260001101]"
4845,"[321452, 7389956]","[3300312104, 3300312105, 3300312105, 3300312104, 3300312101, 3300312102, 3300312104, 3300312104, 3300312103, 3300312103, 3300312101]"
4846,"[321455, 7390326]","[3300320104, 3300320104, 3300320103, 3300320103, 3300320102, 3300320102, 3300320101, 3300320101, 3300320101, 3300320101, 3300320101, 3300320101, 3300320101, 3300320101]"
4847,"[321455, 7393534]","[3360813101, 3360813105, 3360813105, 3360813104, 3360813104, 3360813103, 3360813103, 3360813102, 3360813101]"
4848,"[321455, 7423366]","[3551092101, 3551092103, 3551092103, 3551092102, 3551092102, 3551092101]"
4849,"[321457, 7393841]","[3370719102, 3370719101, 3370719101, 3370719102, 3370719101, 3370719101]"
4850,"[321458, 7399080]","[1130026101, 1130026101, 1130026102, 1130026102, 1130026102, 1130026102, 1130026102]"
4851,"[321458, 7422390]","[3550306105, 3550306104, 3550306103, 3550306103, 3550306105, 3550306101, 3550306101, 3550306102, 3550306104]"
4852,"[321459, 7405359]","[1151550101, 1151550103, 1151550105, 1151550103, 1151550104, 1151550104, 1151550102, 1151550102, 1151550105]"
4853,"[321462, 7372332]","[2970022102, 2970022102, 2970022102, 2970022101, 2970022102]"
4854,"[321463, 7372317]",[2970527101]
4855,"[321464, 7392732]","[3340836104, 3340836105, 3340836106, 3340836101, 3340836104, 3340836102, 3340836103, 3340836103]"
4856,"[321464, 7398368]","[1132215102, 1132215102, 1132215101, 1132215101, 1132215101, 1132215101]"
4857,"[321466, 7390179]","[3300004101, 3300004101]"
4858,"[321470, 7393473]","[3360820101, 3360820105, 3360820104, 3360820103, 3360820103, 3360820102, 3360820102, 3360820101, 3360820105]"
4859,"[321470, 7417268]","[3450025101, 3450025102]"
4860,"[321473, 7416598]","[3450012103, 3450012102, 3450012101]"
4861,"[321475, 7425656]","[3560008105, 3560008104, 3560008103, 3560008103, 3560008102, 3560008104, 3560008102, 3560008101]"
4862,"[321476, 7395047]","[3380046101, 3380046102, 3380046101, 3380046101, 3380046101]"
4863,"[321480, 7395026]","[3380036101, 3380036102, 3380036101, 3380036102]"
4864,"[321480, 7402612]","[1090010101, 1090010103, 1090010102, 1090010102, 1090010103, 1090010101]"
4865,"[321480, 7413915]","[3441204103, 3441204103, 3441204102, 3441204101, 3441204101]"
4866,"[321481, 7391727]","[3340652103, 3340652103, 3340652102, 3340652102, 3340652101]"
4867,"[321481, 7403544]","[1090032103, 1090032104, 1090032104, 1090032101, 1090032101, 1090032102, 1090032102, 1090032103]"
4868,"[321481, 7410388]",[1190034101]
4869,"[321483, 7394295]","[3370701102, 3370701101, 3370701101, 3370701101, 3370896101, 3370701101, 3370896102, 3370896101, 3370896102]"
4870,"[321485, 7380259]","[3111005103, 3111005102, 3111005102, 3111005102, 3111005102, 3111005101, 3111005101, 3111005103]"
4871,"[321486, 7382537]","[3040022103, 3040022101, 3040022101, 3040022102, 3040022102, 3040022102, 3040022102, 3040022102, 3040022103, 3040022101]"
4872,"[321486, 7394967]","[3381332103, 3381332103, 3381342101, 3381332101, 3381332101, 3381332102, 3381332103, 3381332102, 3381332103, 3381342101, 3381332102, 3381332101, 3381342101, 3381332103]"
4873,"[321489, 7380816]","[3052039101, 3052039101]"
4874,"[321491, 7389351]","[3301315102, 3301315102, 3301315101]"
4875,"[321494, 7392115]","[3341060101, 3341060102, 3341060102, 3341060101]"
4876,"[321495, 7380584]","[3050019103, 3050019101, 3050019101, 3050019103, 3050019104, 3050019105, 3050019102, 3050019105, 3050019104, 3050019102]"
4877,"[321498, 7424807]","[3551685101, 3551685101, 3551685102]"
4878,"[321501, 7387001]","[3261777101, 3261777103, 3261777102, 3261777101]"
4879,"[321503, 7402214]","[1090031101, 1090031101]"
4880,"[321506, 7382868]","[3040020102, 3040020101, 3040020102, 3040020101]"
4881,"[321506, 7401816]","[1090597104, 1090597104, 1090597103, 1090597103, 1090597102, 1090597102, 1090597101, 1090597101]"
4882,"[321510, 7389996]","[3300508102, 3300508102, 3300508101]"
4883,"[321514, 7402459]","[1091166101, 1091166101]"
4884,"[321529, 7382026]","[3050059101, 3050059102, 3050059102]"
4885,"[321530, 7372553]","[2970029101, 2970029103, 2970029102, 2970029103, 2970029101, 2970029102]"
4886,"[321531, 7359179]","[2980025102, 2980025102, 2980025104, 2980025101, 2980025104, 2980025102, 2980025101, 2980025103, 2980025102, 2980025103]"
4887,"[321531, 7416526]","[3451660103, 3451660103, 3451660102, 3451660101]"
4888,"[321532, 7381846]","[3052059105, 3052059105, 3052059103, 3052059103, 3052059102, 3052059102, 3052059104, 3052059101, 3052059102, 3052059102, 3052059101, 3052059101, 3052059101, 3052059104, 3052059101, 3052059101, 3052059101, 3052059101, 3052059104]"
4889,"[321532, 7389948]","[3300043101, 3300043101]"
4890,"[321532, 7392181]","[3341574101, 3341574101]"
4891,"[321533, 7381356]","[3050029102, 3050029102, 3050029101, 3050029101, 3050029101, 3050029101]"
4892,"[321537, 7416258]","[3450049102, 3450049101]"
4893,"[321543, 7381238]","[3052172102, 3052172102, 3052172103, 3052172101, 3052172101, 3052172104, 3052172103]"
4894,"[321543, 7393107]","[3340658101, 3340658102]"
4895,"[321543, 7417610]","[3450028102, 3450028101, 3450028101]"
4896,"[321546, 7405117]","[1151496101, 1151496101]"
4897,"[321547, 7383476]","[3040045102, 3040045103, 3040045103, 3040045101, 3040045104, 3040045104, 3040045101, 3040045102]"
4898,"[321550, 7372563]","[2970521101, 2970521102, 2970521101, 2970521102, 2970521103, 2970521104, 2970521104, 2970521105, 2970521105, 2970521106, 2970521106, 2970521107, 2970521101, 2970521101, 2970521101, 2970521101]"
4899,"[321550, 7382086]","[3052470101, 3052470101, 3052470102, 3052470103, 3052470103, 3052470104, 3052470102, 3052470104]"
4900,"[321552, 7387696]","[3280378102, 3280378102, 3280378102, 3280378102, 3280378101]"
4901,"[321552, 7406225]","[1150020101, 1150020101]"
4902,"[321553, 7372482]","[2970019101, 2970019101, 2970019102, 2970019102, 2970019102, 2970019102, 2970019104, 2970019104, 2970019104, 2970019101, 2970019101, 2970019105, 2970019104, 2970019103]"
4903,"[321553, 7387365]","[3280034101, 3280034103, 3280034102, 3280034103, 3280034103, 3280034101]"
4904,"[321553, 7406032]","[1150493102, 1150493101, 1150493101]"
4905,"[321556, 7393955]","[3370776102, 3370776102, 3370776103, 3370776102, 3370776101, 3370776103, 3370776102]"
4906,"[321558, 7400334]",[1110405101]
4907,"[321564, 7423143]","[3550040103, 3550040103, 3550040102, 3550040101]"
4908,"[321566, 7410705]","[1191187101, 1191187101, 1191187105, 1191187105, 1191187102, 1191187103, 1191187103, 1191187104, 1191187104]"
4909,"[321569, 7399376]","[1110020101, 1110020102, 1110020102, 1110020101, 1110020103, 1110020103]"
4910,"[321572, 7395090]","[3381271101, 3381271102]"
4911,"[321572, 7426337]","[3563923103, 3563923103, 3563923102, 3563923101, 3563923104, 3563923104]"
4912,"[321574, 7385899]","[3260013101, 3260013103, 3260013102, 3260013102, 3260013102, 3260013102, 3260013103, 3260013104]"
4913,"[321575, 7388117]","[3280017101, 3280017101, 3280017101]"
4914,"[321576, 7406491]","[1150508102, 1150508101, 1150508102, 1150508102]"
4915,"[321577, 7404986]","[1150033102, 1150033103, 1150033103, 1150033103, 1150033103, 1150033101, 1150033102]"
4916,"[321580, 7388482]","[3280533103, 3280533103, 3280533101, 3280533101, 3280533101, 3280533101, 3280533103, 3280529101, 3280533103, 3280529104, 3280533101, 3280529101, 3280529101, 3280529104, 3280529102, 3280529102, 3280529103, 3280529103, 3280529104, 3280533102, 3280533102, 3280529104, 3280533102, 3280533102, 3280533101, 3280533102, 3280533102]"
4917,"[321580, 7400197]","[1110304102, 1110304102, 1110304102, 1110304102, 1110304101, 1110304102]"
4918,"[321586, 7394757]","[3381263104, 3381263104, 3381263104, 3381263104, 3381263104, 3381263103, 3381263104, 3381263103, 3381263102, 3381263101]"
4919,"[321587, 7395081]","[3381341101, 3381341101, 3381341102, 3381341103, 3381341103, 3381341103, 3381341103]"
4920,"[321588, 7394781]","[3380049101, 3380049101, 3380049101, 3380049101]"
4921,"[321589, 7382421]","[3040005102, 3040005101, 3040005103, 3040005103]"
