,coord,frequentadores
28,"[314047, 7397234]","[4850306102, 4850306102, [4850306103, 4850306102], [4850306103, 4850306102], [4850306101, 4850306102, 4850306102, 4850306103, 4850306103, 4850306103]]"
29,"[314456, 7362826]","[4721561101, 4721561101, [4721561101, 4721561101], [4721561101]]"
30,"[315275, 7384544]",[4690013102]
31,"[315336, 7398953]","[4760044103, 4760044103, 4760044103, 4760044103, 4760044103]"
32,"[315677, 7395865]","[4920926102, 4920926102, 4920926102, 4920926102]"
33,"[316050, 7390730]","[4930006101, 4930006101]"
34,"[316297, 7390332]","[3330537101, 3330537101, [3330507101, 3330537102, 3330537101, 3330537104, 3330537103], [3330507101, 3330507101, 3330537101, 3330537101, 3330507102, 3330537104, 3330537103, 3330537102, 3330537104, 3330537102, 3330537103], [3330537101, 3330537101], [3330537103, 3330537101, 3330507101, 3330537104, 3330537102]]"
35,"[316435, 7380182]","[4650021201, 4650021201, 4650021201, 4650021201, 4650021201, 4650021201, 4650021201, 4650021201, 4650021201, 4650021201]"
36,"[316455, 7384339]","[3141921101, 3141921101, 3141921101, [3141921101], [3141921101]]"
37,"[316642, 7372841]","[1280514101, 1280514101, [1280514101], [1280514101]]"
38,"[316756, 7389103]","[3321210103, 3321210103, 3321210103, [3321210102, 3321210103, 3321210101], [3321210102, 3321210103, 3321210103, 3321210102, 3321210101, 3321210101, 3321210101, 3321210103], [3321210103, 3321210102, 3321210101]]"
39,"[316837, 7371541]","[4681742103, 4681742103]"
40,"[316860, 7407767]","[4760609102, 4760609102, 4760609102, [4760609102], [4760609102]]"
41,"[316861, 7388471]","[890041103, 890041103]"
42,"[317056, 7398307]","[810538101, 810538101, 810538101]"
43,"[317127, 7396271]","[4870884101, 4870884101, 4870884101, [4870884103, 4910814103, 4870884101], [4870884101, 4870884103, 4910814103], [4870884103, 4870884103, 4910814103, 4910814103]]"
44,"[317263, 7393525]","[4941316103, 4941316103]"
45,"[317640, 7378776]","[3092257102, 3092257102, [3092257102, 3092257102]]"
46,"[317991, 7399657]","[5000008101, 5000008101, 5000008101, 5000008101]"
47,"[318014, 7383187]",[3153711102]
48,"[318226, 7396228]","[880002102, 880002102, 880002102, [880002102], [880002102]]"
49,"[318357, 7395658]","[4921369102, 4921369102, 4921369102, 4921369102]"
50,"[318361, 7379052]","[3090437103, 3090437103]"
51,"[319186, 7380047]","[3140958103, 3140958103, 3140958103, 3140958103]"
52,"[319337, 7385942]",[4610472102]
53,"[319713, 7380778]","[3130022103, 3130022103, 3130022103, 3130022103, [3130022103], [3130022103]]"
54,"[319748, 7398317]","[4850580102, 4850580102, 4850580102, 4850580102, 4850580102]"
55,"[319872, 7410141]","[1190313101, 1190313101]"
56,"[320026, 7407595]","[1181512101, 1181512101]"
57,"[320080, 7380096]","[601124102, 601124102, 3110323101, 3110323101, 3110323101, 601124102]"
58,"[320325, 7391209]","[3351003101, 3351003101, 3351003101, [3351003101, 3350465103], [3350465103, 3350465103], [3350465103, 3351003101]]"
59,"[320733, 7379183]","[2861531101, 2861531101]"
60,"[320795, 7383474]","[3053483101, 3053483101, 3053483101]"
61,"[321152, 7398504]","[5010032101, 5010032101, 5010032101, 5010032101]"
62,"[321337, 7389435]","[3300950101, 3300950101, 3300950101, 3300950101]"
63,"[321365, 7394754]","[2410018101, 2410018101, 2410018101, [2410018101], [2410018101]]"
64,"[321658, 7396418]","[611632102, 611632102, 611632102, 611632102, 611632102]"
65,"[321869, 7397790]","[1041083101, 1041083101, 1041083101, 1041083101]"
66,"[321896, 7387780]","[273818101, 273818101, 273818101]"
67,"[322020, 7388108]","[3270022102, 3270022102, 3270022102]"
68,"[322068, 7383909]","[3112028103, 3112028103, 3112028103, 3112028103]"
69,"[322089, 7389365]","[3280529101, 3280529101, 3280529101, [3280529101], [3280529101]]"
70,"[322125, 7392043]","[1682052101, 1682052101, [3421837102, 1682052101, 3421837103], [3421837103, 3421837103], [3421837103, 1682052101, 3421837102]]"
71,"[322190, 7395486]","[2760003102, 2760003102, 2760003102, [2760003101, 2760003101, 2760003101, 2760003101, 2760003101, 2760003101]]"
72,"[322299, 7393441]","[2800993101, 2800993101, 2800993101, 2800993101, 2800993101, 2800993101]"
73,"[322364, 7389100]","[2760028101, 2760028101]"
74,"[322418, 7404813]",[1150048101]
75,"[322526, 7397499]","[2760632101, 2760632101, 2760632101, [4300306103, 4300306101], [4300306101, 4300306101, 4300306103, 4300306103, 4300306103], [4300306101, 4300306103]]"
76,"[322575, 7392615]","[2541053101, 2541053101, 2541053101, [2541053101, 3290023103, 2790016101], [5070042103, 5070042103, 490074103, 5070042103, 490074103, 3290023103, 3290023103], [2790016101, 2541053101, 3290023103]]"
77,"[322630, 7390314]","[3300923101, [3300923103, 3300923104], [3300923103, 3300923103, 3300923103, 3300923104, 3300923104, 3300923101, 3300923104, 3300923102], [3300923104, 3300923103]]"
78,"[322853, 7381263]","[3130021101, 3130021101, 3130021101, 3130021101]"
79,"[322957, 7397085]","[520309101, 520309101]"
80,"[322983, 7396152]","[4080039103, 4080039103, 4080039103, 4080039103, 4080039103, 4080039103]"
81,"[323017, 7389215]","[1041789102, 1041789102, 1041789102]"
82,"[323165, 7392461]","[211256102, 211256102, [3340316101, 3370308101, 3421810101, 800327103, 3260032102, 211256102], [800327103, 3190968103, 800327103, 3370308101, 3370308101, 3260032102, 3421810101, 800327103, 3260032102], [800327103, 211256102, 3340316101, 3260032102, 3370308101]]"
83,"[323304, 7400993]","[1101066101, [1101066101]]"
84,"[323361, 7397431]",[1040073102]
85,"[323371, 7390981]","[3401148102, 3401148102, 3401148102, 3401148102, 3401148102, [3401148102], [3401148102]]"
86,"[323428, 7389144]","[3290043102, 3290043102, 3290043102, 3290043102, 3290043102, 3290043102]"
87,"[323571, 7396383]","[755000101, 755000101, 871349102, 871349102, 871349102, 871349102, 871349102]"
88,"[323610, 7382091]","[2860476102, 2860476102, 2860476102, 2860476102]"
89,"[323626, 7396907]","[1070027101, 1070027101, 1070027101, 1070027101]"
90,"[323707, 7388161]","[3270148101, 3270148101, 3270148101, [3270148102, 3270148102, 3270148103, 3270148102, 3270148104, 3270148101, 3270094102, 3270094101, 3270094103, 3270094104], [3270148102, 3270094104, 3270148103, 3270148102, 3270148101, 3270094101, 3270148102, 3270148104, 3270094102, 3270094103], [3270148101, 3270148104, 3270148103, 3270148103, 3270148102, 3270148102, 3270148102, 3270148102, 3270148102, 3270148101, 3270094104, 3270094103, 3270094103, 3270094102, 3270094102, 3270148101, 3270148102, 3270094104, 3270148104, 3270094101, 3270094101]]"
91,"[323890, 7390895]","[200714102, 200714102, 200714102]"
92,"[323936, 7401894]","[642623101, 642623101]"
93,"[323972, 7389142]","[3291795101, 3291795101, 3291795101, 3291795101, [3291840102, 3291840101, 3291795101], [3291795101, 3291840101, 3291840102], [3291795101, 3291795101, 3291795101, 3291795101, 3291840102, 3291840101, 3291840101, 3291840102, 3291795102]]"
94,"[324020, 7398373]","[980024101, 980024101]"
95,"[324094, 7397421]","[1041114102, 1041114102, 1041114102, 1041114102, 1041114102, 1041114102, 1041114102, 1041114102, 1041114102, [1041114102, 1041114102, 1041114102, 1041114101, 1041114102, 1041114102, 1041114101, 1041114101, 1041114102, 1041114105, 1041114104, 1041114101, 1041114101, 1041114102, 1041114103, 1041114103, 1041114104, 1041114101, 1041114102, 1041114102, 1041114105], [1041114102, 1041114101, 1041114102, 1041114105, 1041114101, 1041114102, 1041114103, 1041114104, 1041114101, 1041114102], [1041114102, 1041114104, 1041114101, 1041114102, 1041114101, 1041114105, 1041114103, 1041114102, 1041114101, 1041114102]]"
96,"[324166, 7397561]","[1040100102, 1040100102, 1040100102, 1040100102]"
97,"[324244, 7391884]","[3400016302, 3400016302]"
98,"[324262, 7407596]","[361954101, 361954101]"
99,"[324306, 7396451]","[1050469102, 1050469102]"
100,"[324329, 7392003]",[3400464102]
101,"[324400, 7401344]","[260027102, 260027102]"
102,"[324487, 7388108]","[3190843101, 3190843101]"
103,"[324553, 7395938]","[300924102, 300924102, 300924102]"
104,"[324689, 7382787]","[3081154102, 3081154102]"
105,"[324773, 7396029]","[971062101, 971062101]"
106,"[324816, 7420614]","[3510011101, 3510011101, 3510011101, 3510011101, 3510011101, 3510011101]"
107,"[324818, 7389568]","[3320028101, 3320028101, 3320028101, 3320028101, 3320028101, 3320028101]"
108,"[324824, 7396976]","[980361101, 980361101]"
109,"[324838, 7363490]","[2980561101, 2980561101, 2980561101]"
110,"[324932, 7383967]","[3030015101, 3030015101]"
111,"[324933, 7394438]","[3401046103, 3401046103, 3401046103, 3401046103]"
112,"[324978, 7389326]","[3270080102, 3270080102, 3270080102]"
113,"[325045, 7389140]","[970058101, 970058101, 970058101, 970058101, 800056101, 800056101, 800056101]"
114,"[325197, 7388232]","[3191061102, [3191061101, 3191061101, 3191061102, 3191061101], [3191061101], [3191061101, 3191061101, 3191061102, 3191061101], [3191061101]]"
115,"[325377, 7369951]","[2982943101, 2982943101]"
116,"[325525, 7397467]","[900070102, 900070102, 900070102, 900070102, 900070102, 900070102, 900070102, 900070102, 900070102, 900070102, 900070102, 900070102]"
117,"[325563, 7391864]","[3401184101, 3401184101, 3401184101, 3401184101, 3401184101]"
118,"[325678, 7397976]","[1120035101, 1120035101]"
119,"[325693, 7392917]",[3401082101]
120,"[325695, 7383099]",[3030612102]
121,"[325827, 7380140]","[3121407101, 3121407101]"
122,"[325841, 7392676]","[3401072101, 3401072101, 3401072101, 3401072101, 3401072101]"
123,"[325853, 7378920]","[2870449101, 2870449101]"
124,"[325920, 7418926]","[1090563101, 1090563101]"
125,"[325961, 7371992]","[2921593101, 2921593101, 2921593101, 2921593101, [2921593103, 2921593101, 2921593102, 2921593104], [2921593101, 2921593103, 2921593102, 2921593104], [2921593101, 2921593103, 2921593104, 2921593103, 2921593102, 2921593102, 2921593101, 2921593101, 2921593101, 2921593104]]"
126,"[326034, 7398427]","[2391715103, 2391715103]"
127,"[326062, 7401892]","[1340050104, 1340050104, 1340050104]"
128,"[326158, 7398147]","[1220033102, 1220033102, 1220033102]"
129,"[326167, 7383408]","[750627101, 750627101, 750627101, 750627101]"
130,"[326172, 7389981]","[840632101, 840632101, 840632101, 840632101, 840632101, 840632101, 840632101]"
131,"[326176, 7369778]","[2920033101, 2920033101, 2920033101]"
132,"[326332, 7372501]","[2920018102, 2920018102, [2920018101, 2920018101, 2920018102, 2920018103, 2920018104], [2920018104, 2920018102, 2920018101, 2920018101, 2920018103], [2920018102, 2920018102], [2920018104, 2920018104, 2920018103, 2920018101, 2920018102, 2920018102, 2920018101, 2920018101, 2920018101, 2920018103]]"
133,"[326464, 7395566]","[890041102, 890041102, 890041102, 890041102, 890041102]"
134,"[326540, 7397304]","[890306101, 890306101]"
135,"[326596, 7390870]","[2280799102, 2280799102, 2280799102, 2280799102]"
136,"[326611, 7378150]","[900008103, 900008103, 900008103, 900008103, 900008103]"
137,"[326737, 7398278]","[990021101, 990021101, 990021101, 990021101, 990021101, 990021101, [990021103, 990021103, 990021101, 990021104, 990021104, 990021103, 990021102, 990351101, 990021102, 990006101, 990006102, 990416102, 991169101, 990021101, 991205102, 991205101, 991217101, 991187102, 990416103], [990416101, 991187102, 990021103, 990021104, 990021104, 990351101, 990351101, 990021104, 990416102, 990416102, 990416103, 990416103, 990416103, 990021104, 990006101, 991169102, 990006102, 991169101, 991169101, 991187102, 991217102, 991217101, 991217101, 991205102, 991205102, 990021102, 990021102, 990021102, 991205101, 991205101, 990021101, 990021101, 990021103, 991187101, 990021103, 990021103, 990021101, 990021101, 990021101, 990021101, 990021103, 990006102, 990006101, 990021103, 990021102], [990021101, 990006101, 990021102, 991205101, 990006102, 990021101, 990021102, 990021103, 990021103, 990021104, 990021104, 990416102, 991187102, 991205102, 991169101, 990351101, 991217101, 990021103, 990416103], [990416103, 990416103, 990416103]]"
138,"[326932, 7386232]","[2780067105, 2780067105, 2780067105, [300883102, 300883101, 2780067105, 880067101, 880067101], [880067101, 2780067105, 300883102, 300883101, 880067101], [880067101, 300883102, 190555101, 300883102, 880067101, 880067101, 880067101, 300883102, 880067101]]"
139,"[326935, 7397577]","[1010583102, 1010583102, 1010583102]"
140,"[327062, 7390203]","[3170531101, 3170531101, 3170531101]"
141,"[327156, 7391360]","[2380035102, 2380035102, 2380035102, 2380035102, 2380035102, 2380035102]"
142,"[327261, 7394529]","[830118102, 830118102, 830118102, 830118102, 830118102, 830118102]"
143,"[327416, 7386045]","[2700053103, 2700053103, 2700053103, 2700053103]"
144,"[327428, 7386139]","[540861101, 540861101, [540861101], [540861101]]"
145,"[327438, 7395325]","[890674101, 890674101]"
146,"[327461, 7405620]",[1210406101]
147,"[327513, 7392217]","[901070101, 901070101, 901070101]"
148,"[327573, 7398798]","[910316101, 910316101]"
149,"[327586, 7394898]","[870114102, [871650101], [871650101, 870114103, 870114102, 870114101, 870114101, 871650102, 871650102, 871650102, 871650102, 871650103, 871650103, 871650103, 871650103, 870114104], [871650102, 871650103, 870114101], [870114101, 871650103, 871650102]]"
150,"[327657, 7395285]",[871374101]
151,"[327706, 7387694]","[2721736101, 2721736101, 2721736101, 2721736101, 2721736101, 2721736101]"
152,"[327756, 7395259]","[871316101, 871316101]"
153,"[327789, 7395952]","[871352101, 871352101, 871352101, 871352101, 871352101, 871352101, 871352101]"
154,"[327902, 7394977]","[870045102, 870045102, 870045102, 870045102]"
155,"[327903, 7394892]","[870052102, 870052102, 870052102, 870052102, 870052102]"
156,"[327989, 7372814]","[2930315104, 2930315104, 2930315104, 2930315104, 2930315104]"
157,"[327992, 7390821]","[801484101, 801484101]"
158,"[328036, 7390456]","[4870650105, 4870650105, 4870650105]"
159,"[328049, 7389631]","[591813101, 591813101, 591813101, 591813101, 591813101, 591813101]"
160,"[328076, 7390015]","[3030056101, 3030056101, 3030056101, 3030056101]"
161,"[328084, 7382900]","[2811551101, 2811551101, [2811551102], [2811551103, 2811551102, 2811551101, 2811551104, 2811551101, 2811551103], [2811551101, 2811551103], [2811551103, 2811551101]]"
162,"[328124, 7392793]","[313054102, 313054102, 313054102, [801344101, 890023101, 801344101, 931224101, 931224102, 5050635101, 313054102], [5050635101, 931224102, 931224101, 801344101, 313054102, 801344101, 2740772102, 890023101]]"
163,"[328137, 7397012]","[581259101, 581259101]"
164,"[328235, 7392118]","[810562102, 810562102, 810562102, 810562101, 810562101, 810562102]"
165,"[328314, 7394651]","[871849101, 871849101]"
166,"[328323, 7394622]","[831505101, 831505101, 831505101, 831505101, 831505101, 831505101, 831505101, [831505101], [831505101]]"
167,"[328335, 7395800]","[880689102, 880689102]"
168,"[328402, 7394936]","[880069101, 880069101, 880069101, 880069101]"
169,"[328426, 7369797]","[2921583101, 2921583101, 2921583101, 2921583101]"
170,"[328435, 7399885]","[991142101, 991142101]"
171,"[328459, 7389204]","[320701101, 320701101, 320701101, 320701101]"
172,"[328478, 7391006]","[561023101, 561023101]"
173,"[328495, 7393877]","[950697101, 950697101, 950697101, 950697101]"
174,"[328501, 7393236]","[200859104, 200859104]"
175,"[328519, 7393207]","[520988102, 520988102, 520988102]"
176,"[328561, 7396298]","[840554101, 840554101, 840554101, [840554101], [840554101]]"
177,"[328598, 7393119]","[520988101, 520988101, 520988101, 520988101]"
178,"[328657, 7390954]","[670912102, 670912102]"
179,"[328658, 7393450]","[2680121102, 2680121102, 2680121102, 2680121102]"
180,"[328668, 7392524]","[3190973101, 3190973101]"
181,"[328701, 7386815]","[2680980101, 2680980101, 2680980101, 2680980101]"
182,"[328732, 7396536]","[900032101, 900032101, 900032101, 900032101]"
183,"[328758, 7393486]","[271967101, 271967101, 271967101, 271967101, 271967101]"
184,"[328759, 7403494]","[1210376102, 1210376102, 1210376102, 1210376102]"
185,"[328848, 7393563]","[870361101, 870361101, 870361101, 870361101]"
186,"[328871, 7390568]","[2290064101, 2290064101]"
187,"[328877, 7389362]","[271663102, 271663102]"
188,"[328877, 7400729]","[1240023101, 1240023101, 1240023101, 1240023101, 1240023101, 1240023101, 1240023101, 1240023101, 1240023101, 1240023101, [1240023101], [1240023101]]"
189,"[328908, 7389753]","[660031101, 660031101, 660031101]"
190,"[328910, 7389057]","[550671101, 3270147101, 3270147101, 940323101, 940323101, 3270147101, 3270147101, 940323101, 940323101, 550671101]"
191,"[328935, 7391351]","[721329101, 721329101, 721329101, 721329101, 721329101, 721329101, 721329101, 721329101, [721329101, 721329101], [721329101, 721329101]]"
192,"[328943, 7388970]","[700671102, 700671102, 700671102, 700671102, 700671102, 700671102, 700671102, 700671102, 700671102]"
193,"[328944, 7393871]","[871428102, 871428102, 871428102, 871428102]"
194,"[328965, 7389205]","[901090101, 901090101, 901090101, 901090101, 901090101, 901090101, 901090101]"
195,"[328991, 7379978]","[3030600102, 3030600102, 3030600102]"
196,"[329038, 7399729]","[1270045104, 1270045104, 1270045104, 1270045104]"
197,"[329086, 7390750]","[850370103, 850370103]"
198,"[329094, 7396649]","[840103101, 840103101, 840103101, 840103101, 840103102, 840103102, 840103102, 840103102, 840103101, 840103102, 840103102]"
199,"[329159, 7386803]","[2690854101, 2690854101, 2690854101, 2690854101, 2690854101, 2690854101]"
200,"[329268, 7389256]","[2690033102, 2690033102, 2690033102, 2690033102]"
201,"[329285, 7390130]","[2680895101, 750108101, 2680895101, 750108101, 750108101, 750108101, 2680895101]"
202,"[329368, 7388269]","[660031102, 660031102, 660031102, 660031102]"
203,"[329420, 7389411]","[682465101, 682465101]"
204,"[329431, 7395939]","[850756101, 850756101, 850756101, 850756101]"
205,"[329451, 7390384]","[670049101, 670049101, 670049101, 670049101, 670049101, 670049101, [670049101, 670049103, 670049101, 670033102, 670049102, 670049101, 670736102, 670033101, 670736103], [670049101, 670049101, 670049101, 670049101, 670049101, 670049101], [670049101, 670033102, 670033101, 670049101, 670049101, 670049102, 670049103, 670736103, 670736102], [670049101, 670049101, 670049101, 670049101, 670049101, 670033102, 670033101, 670033101, 670033102, 670049101, 670736101, 670049102, 670049102, 670049103, 670049103, 670736102, 670736102, 670736103, 670736103]]"
206,"[329462, 7396202]","[840088101, 840088101, 840088101, 840088101]"
207,"[329528, 7391380]","[3190067104, 3190067104]"
208,"[329532, 7395988]","[950040101, 950040101, 950040101]"
209,"[329551, 7383557]","[4220017102, 4220017102]"
210,"[329591, 7394926]","[330059103, 330059103, 330059103, 330059103]"
211,"[329621, 7396489]","[850554102, 850554102, 850554102, 850554102]"
212,"[329622, 7383614]","[2761439102, 2761439102, 2761439102, 2761439102, 2761439102, 2761439102]"
213,"[329659, 7395876]","[850449104, 850449104, 850449104, 850449104, 850449104, 850449104]"
214,"[329666, 7386469]","[3120028103, 3120028103, 3120028103]"
215,"[329763, 7384720]","[2700001102, 2700001102, 2700001102, 2700001102]"
216,"[329850, 7385034]","[650717102, 650717102, 650717102, 650717102]"
217,"[329947, 7393798]","[4830022102, 4830022102]"
218,"[329953, 7384058]","[2731630102, 2731630102, [2731630101, 2731630102, 2731630102, 2731630101, 2731630101, 2731630101], [2731630101, 2731630102], [2731630101, 2731630101, 2731630101, 2731630101], [2731630102, 2731630101]]"
219,"[330015, 7393513]","[3401207101, 3401207101, 3401207101, 3401207101]"
220,"[330049, 7396669]","[841210102, 841210102, 841210102, 841210102, 841210102]"
221,"[330316, 7393978]","[590500103, 590500103, 590500103, 590500103, [590500103], [590500103]]"
222,"[330429, 7381270]","[2770633102, 2770633102, 2770633102, 2770633102, [2790371103, 2790304101, 2790304101, 2790304102, 2790397104, 2790010203, 2783568104, 2790304103, 2780515101, 2770654102, 2770633102], [2783568104, 2790371103, 2790397104, 2790397104, 2790371103, 2790010203, 2790304103, 2783568104, 2791294102, 2790304103, 2770654102, 2790304102, 2790304102, 2770654102, 2790010203], [2790304102, 2770654102, 2790304103, 2770633102, 2790010203, 2780515101, 2790397104, 2783568104, 2790371103, 2790304101, 2790304101], [2780515101, 2780515101, 2780515101]]"
223,"[330438, 7384712]","[201750102, 201750102]"
224,"[330445, 7392519]","[850432101, 850432101, 850432101, 850432101, 850432101, 850432101, 850432101]"
225,"[330460, 7393857]",[840737101]
226,"[330526, 7393790]","[271860101, 271860101]"
227,"[330530, 7388953]","[560056101, 560056101, 560056101, 560056101, 560056101]"
228,"[330586, 7388898]","[3310946102, 3310946102]"
229,"[330612, 7392267]","[650749101, 650749101, 650749101, 650749101, 650749101, 650749101, 650749101, [3190108102, 650749101], [3190108102, 650749101], [3190108102, 3190108102, 3190108102]]"
230,"[330627, 7394659]","[881367101, 881367101]"
231,"[330635, 7385994]",[2550756102]
232,"[330646, 7393351]","[3281501101, 3281501101, [3281501101], [3281501101]]"
233,"[330698, 7397810]","[371024102, 371024102]"
234,"[330726, 7393246]","[861095101, 861095101, [861095101], [861095101]]"
235,"[330779, 7393716]","[2360523101, 2360523101, 2360523101, 2360523101, 2360523101, 2360523101, 2360523101, 2360523101, 2360523101]"
236,"[330804, 7392094]","[750024101, 750024101]"
237,"[330904, 7396736]","[5031283102, 5031283102, 5031283102, 5031283102, 5031283102]"
238,"[330911, 7389052]","[2980117103, 2980117103, 2980117103, 2980117103]"
239,"[330931, 7393412]","[3700039101, 3700039101]"
240,"[331046, 7396451]","[1970024103, 1970024103, 1970024103, 1970024103, 1970024103]"
241,"[331085, 7393059]","[741006101, 741006101]"
242,"[331122, 7388458]","[230652101, 230652101]"
243,"[331135, 7399193]","[1362017101, 1362017101, 1362017101, 1362017101, 1362017101, [1362017102, 1362017102, 1362017102]]"
244,"[331156, 7393700]","[750945101, 750945101, 750945101, 841017102, 841017102]"
245,"[331162, 7393667]","[3401207102, 3401207102, 3401207102, 3401207102, 3401207102]"
246,"[331182, 7389392]","[630435101, 630435101, 630435101]"
247,"[331184, 7395089]","[300767102, 300767102]"
248,"[331202, 7393875]","[740695101, 740695101, [630666103], [630666103, 630666103], [630666103]]"
249,"[331209, 7398641]","[1300016101, 1300016101, 1300016101, 1300016101]"
250,"[331217, 7394069]","[290021102, 290021102]"
251,"[331246, 7394925]",[310049102]
252,"[331254, 7393450]","[540846102, 540846102, 540846102]"
253,"[331288, 7382815]","[580039101, 580039101]"
254,"[331289, 7395863]","[801572102, 801572102, 801572102]"
255,"[331294, 7393533]","[870143101, 870143101, 870143101, 870143101, 870143101]"
256,"[331294, 7396724]","[350621101, 350621101]"
257,"[331335, 7388295]","[581225101, 581225101, 581225101, [581225101], [581225101]]"
258,"[331468, 7392916]","[791518102, 791518102, 791518102, 791518102, [1001536102, 600360103, 1361024103, 790100103, 211241104, 281941103, 282257103, 791518102, 600004103, 791487102, 791487101, 791487104, 791487103, 1001536103], [281941103, 1361024103, 282257103, 791487103, 281941103, 790100103, 791487103, 790100103, 600004103, 220303102, 1361024103, 600004103, 282257103], [1001536103, 281941103, 791487104, 790100103, 600360103, 211241104, 791487101, 600004103, 1001536102, 791487102, 791487103, 282257103, 791518102, 1361024103]]"
259,"[331469, 7389762]","[200910101, 200910101, 200910101, 200910101]"
260,"[331534, 7389510]","[201028102, 201028102]"
261,"[331566, 7394831]","[411019101, 411019101]"
262,"[331643, 7393831]","[1040103101, 1040103101, 1040103101, 1040103101, 1040103101, 1040103101, 1040103101, [281628102, 281628101]]"
263,"[331713, 7391568]","[1530618102, 1530618102, 1530618102, [3270130101, 1530618102], [3270130101, 1530618102], [3270130101, 3270130101]]"
264,"[331757, 7390022]","[2020053101, 2020053101, 2020053101, 2020053101, 2020053101, 2020053101]"
265,"[331782, 7397759]","[901065103, 901065103]"
266,"[331823, 7392606]","[612248101, 612248101]"
267,"[331824, 7395314]","[300786101, 300786101, 300786101, 300786101, 300786101]"
268,"[331834, 7388718]","[880874101, 880874101]"
269,"[331839, 7391550]","[621168101, 621168101, 621168101, 621168101, [621168101, 621168101], [621168101, 621168101]]"
270,"[331840, 7393488]","[2201144101, 2201144101, 2201144101, 2201144101]"
271,"[331851, 7392876]","[2750048101, 2750048101, 2750048101, 2750048101]"
272,"[331853, 7393237]","[361769101, 361769101, 361769101, 361769101, 361769101, 361769101, [361769101], [361769101]]"
273,"[331871, 7383594]","[2740036102, 2740036102, 2740036102]"
274,"[331988, 7392867]","[270427101, 270427101, 270427101, 270427101]"
275,"[332001, 7394935]","[40045102, 40045102, 40045102, 40045102]"
276,"[332011, 7393337]","[321992101, 321992101, 321992101, 321992101]"
277,"[332039, 7392451]","[630655101, 630655101, 630655101, 630655101, 630655101]"
278,"[332042, 7392967]","[273434101, 273434101, 273434101]"
279,"[332050, 7389301]","[2780176101, 2780176101, 2780176101, 2780176101, [2780176101, 2780176101], [2780176101, 2780176101]]"
280,"[332054, 7389318]","[630435102, 630435102, 630435102, 630435102, 630435102, 630435102]"
281,"[332079, 7389470]","[1580365101, 1580365101, 630848101, 630848101, 630848101, [540006101, 540006101], [4460016101, 540006101, 2960006101, 4510308101, 4760054102, 4510308102, 1191474101, 1191474102, 4120667103, 1580365101], [4760054102, 540006101, 2960006101, 1580365101, 4510308102, 4460016101, 1191474102, 4510308101, 1191474101, 4120667103]]"
